id,text,text-fixed
177_UK_UK_Approved_Document_B_vol_2,The direct distance should be assumed to be two-thirds of the actual travel distance.,The direct distance should be assumed to be two-thirds of the actual travel distance.
178_UK_UK_Approved_Document_B_vol_2,Maximum part of travel distance within the room.,Maximum part of travel distance within the room.
179_UK_UK_Approved_Document_B_vol_2,"This limit applies within the bedroom and any associated dressing room, bathroom or sitting room, etc.","This limit applies within the bedroom and any associated dressing room, bathroom or sitting room, etc."
180_UK_UK_Approved_Document_B_vol_2,The distance is measured to the door to the protected corridor that serves the room or suite.,The distance is measured to the door to the protected corridor that serves the room or suite.
181_UK_UK_Approved_Document_B_vol_2,Sub-item (b) applies from that point along the bedroom corridor to a storey exit.,Sub-item (b) applies from that point along the bedroom corridor to a storey exit.
182_UK_UK_Approved_Document_B_vol_2,"In industrial and storage buildings, the appropriate travel distance depends on the level of fire hazard associated with the processes and materials being used.","In industrial and storage buildings, the appropriate travel distance depends on the level of fire hazard associated with the processes and materials being used."
183_UK_UK_Approved_Document_B_vol_2,"Higher hazard includes manufacturing, processing or storage of significant amounts of hazardous goods or materials, including any of the following.","Higher hazard includes manufacturing, processing or storage of significant amounts of hazardous goods or materials, including any of the following."
184_UK_UK_Approved_Document_B_vol_2,"• Any compressed, liquefied or dissolved gas."," Any compressed, liquefied or dissolved gas."
185_UK_UK_Approved_Document_B_vol_2,• Any substance that becomes dangerous by interaction with either air or water., Any substance that becomes dangerous by interaction with either air or water.
186_UK_UK_Approved_Document_B_vol_2,"• Any liquid substance with a flash point below 65°C, including whisky or other alcoholic liquor."," Any liquid substance with a flash point below 65°C, including whisky or other alcoholic liquor."
187_UK_UK_Approved_Document_B_vol_2,• Any corrosive substance., Any corrosive substance.
188_UK_UK_Approved_Document_B_vol_2,• Any oxidising agent., Any oxidising agent.
189_UK_UK_Approved_Document_B_vol_2,• Any substance liable to spontaneous combustion., Any substance liable to spontaneous combustion.
190_UK_UK_Approved_Document_B_vol_2,"• Any substance that changes or decomposes readily, giving out heat when doing so."," Any substance that changes or decomposes readily, giving out heat when doing so."
191_UK_UK_Approved_Document_B_vol_2,• Any solid substance with a flash point less than 120°C., Any solid substance with a flash point less than 120°C.
192_UK_UK_Approved_Document_B_vol_2,• Any substance that is likely to spread fire by flowing from one part of a building to another., Any substance that is likely to spread fire by flowing from one part of a building to another.
193_UK_UK_Approved_Document_B_vol_2,Places of special fire hazard are listed in the definitions in Appendix A.,Places of special fire hazard are listed in the definitions in Appendix A.
194_UK_UK_Approved_Document_B_vol_2,Maximum part of travel distance within the room/area.,Maximum part of travel distance within the room/area.
195_UK_UK_Approved_Document_B_vol_2,Travel distance outside the room/area should comply with the limits for the purpose group of the building or part.,Travel distance outside the room/area should comply with the limits for the purpose group of the building or part.
198_UK_UK_Approved_Document_B_vol_2,Measures to restrict access to the building (or parts of it) should not adversely affect fire safety provisions.,Measures to restrict access to the building (or parts of it) should not adversely affect fire safety provisions.
199_UK_UK_Approved_Document_B_vol_2,"It may be reasonable to close some escape routes outside normal business hours, but measures should remain to safely evacuate people left inside the building (see paragraph 5.6).","It may be reasonable to close some escape routes outside normal business hours, but measures should remain to safely evacuate people left inside the building (see paragraph 5.6)."
201_UK_UK_Approved_Document_B_vol_2,The building design should be based on the number of occupants.,The building design should be based on the number of occupants.
202_UK_UK_Approved_Document_B_vol_2,"If the number is not known, use the appropriate floor space factors (Appendix D).","If the number is not known, use the appropriate floor space factors (Appendix D)."
203_UK_UK_Approved_Document_B_vol_2,Table 2.2 gives the minimum number of escape routes and exits from a room or storey for different numbers of occupants.,Table 2.2 gives the minimum number of escape routes and exits from a room or storey for different numbers of occupants.
204_UK_UK_Approved_Document_B_vol_2,This number is likely to be increased by the need to observe travel distances and other practical considerations.,This number is likely to be increased by the need to observe travel distances and other practical considerations.
205_UK_UK_Approved_Document_B_vol_2,The width of escape routes and exits is given in paragraph 2.18.,The width of escape routes and exits is given in paragraph 2.18.
215_UK_UK_Approved_Document_B_vol_2,Alternative escape routes should satisfy one of the following criteria.,Alternative escape routes should satisfy one of the following criteria.
216_UK_UK_Approved_Document_B_vol_2,They are in directions 45 degrees or more apart (Diagram 2.2).,They are in directions 45 degrees or more apart (Diagram 2.2).
217_UK_UK_Approved_Document_B_vol_2,"They are in directions less than 45 degrees apart, but separated from each other by fire resisting construction.","They are in directions less than 45 degrees apart, but separated from each other by fire resisting construction."
226_UK_UK_Approved_Document_B_vol_2,is 45 degrees or more and therefore distance CA or CB (whichever is the less) should be no more than the maximum travel distance given for alternative escape routes.,Alternative escape routes are available from C because angle ACB is 45 degrees or more and therefore distance CA or CB (whichever is the less) should be no more than the maximum travel distance given for alternative escape routes.
228_UK_UK_Approved_Document_B_vol_2,ADB is less than 45 degrees (therefore see Diagram 2.1).,ADB is less than 45 degrees (therefore see Diagram 2.1).
229_UK_UK_Approved_Document_B_vol_2,There is also no alternative escape route from E.,There is also no alternative escape route from E.
234_UK_UK_Approved_Document_B_vol_2,An inner room is at risk if a fire starts in the access room (Diagram 2.3).,An inner room is at risk if a fire starts in the access room (Diagram 2.3).
235_UK_UK_Approved_Document_B_vol_2,Such an arrangement should only be accepted if all of the following conditions are satisfied.,Such an arrangement should only be accepted if all of the following conditions are satisfied.
237_UK_UK_Approved_Document_B_vol_2,"B1Table 2.2 Minimum number of escape routes and exits from a room, tier or storeyONLINE VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION a. The occupant number of the inner room does not exceed:",The occupant number of the inner room does not exceed:
239_UK_UK_Approved_Document_B_vol_2,people for other purpose groups.,60 people for other purpose groups.
240_UK_UK_Approved_Document_B_vol_2,The inner room is not a bedroom.,The inner room is not a bedroom.
241_UK_UK_Approved_Document_B_vol_2,The inner room is entered directly from the access room (but not via a corridor).,The inner room is entered directly from the access room (but not via a corridor).
242_UK_UK_Approved_Document_B_vol_2,The escape route from the inner room does not pass through more than one access room.,The escape route from the inner room does not pass through more than one access room.
243_UK_UK_Approved_Document_B_vol_2,The travel distance from any point in the inner room to the exits from the access room does not exceed the distances in Table 2.1.,The travel distance from any point in the inner room to the exits from the access room does not exceed the distances in Table 2.1.
244_UK_UK_Approved_Document_B_vol_2,The access room meets both of the following conditions.,The access room meets both of the following conditions.
245_UK_UK_Approved_Document_B_vol_2,It is not a place of special fire hazard.,It is not a place of special fire hazard.
246_UK_UK_Approved_Document_B_vol_2,It is in the control of the same occupier.,It is in the control of the same occupier.
247_UK_UK_Approved_Document_B_vol_2,One of the following arrangements is made.,One of the following arrangements is made.
248_UK_UK_Approved_Document_B_vol_2,The enclosures (walls or partitions) of the inner room stop a minimum of 500mm below the ceiling.,The enclosures (walls or partitions) of the inner room stop a minimum of 500mm below the ceiling.
249_UK_UK_Approved_Document_B_vol_2,"The door or walls of the inner room contain a vision panel (minimum 0.1m2), so people can see if a fire starts in the access room.","The door or walls of the inner room contain a vision panel (minimum 0.1m2), so people can see if a fire starts in the access room."
250_UK_UK_Approved_Document_B_vol_2,The access room is fitted with an automatic fire detection and alarm system to warn occupants of the inner room if a fire starts in the access room.,The access room is fitted with an automatic fire detection and alarm system to warn occupants of the inner room if a fire starts in the access room.
260_UK_UK_Approved_Document_B_vol_2,Arrangement A Needs no special provision.,Arrangement A Needs no special provision.
261_UK_UK_Approved_Document_B_vol_2,Arrangement B Should observe the inner room provisions in paragraph 2.11.,Arrangement B Should observe the inner room provisions in paragraph 2.11.
268_UK_UK_Approved_Document_B_vol_2,"Where a central core has more than one exit, storey exits should be remote from one another and no two exits should be approached from the same lift hall, common lobby or undivided corridor (Diagram 2.4).","Where a central core has more than one exit, storey exits should be remote from one another and no two exits should be approached from the same lift hall, common lobby or undivided corridor (Diagram 2.4)."
272_UK_UK_Approved_Document_B_vol_2,"Escape routes should not be within 4.5m of openings between floors, such as for an escalator, unless either of the following applies.","Escape routes should not be within 4.5m of openings between floors, such as for an escalator, unless either of the following applies."
273_UK_UK_Approved_Document_B_vol_2,The direction of travel is away from the opening.,The direction of travel is away from the opening.
274_UK_UK_Approved_Document_B_vol_2,An alternative escape route does not pass within 4.5m of the open connection (Diagram 2.5).,An alternative escape route does not pass within 4.5m of the open connection (Diagram 2.5).
277_UK_UK_Approved_Document_B_vol_2,The doors at both ends of the area marked ‘S’ should be self-closing ﬁre doorsets unless the area is sub-divided such that any ﬁre in that area will not be able to prejudice both sections of corridor at the same time.,The doors at both ends of the area marked ‘S’ should be self-closing fire doorsets unless the area is sub-divided such that any fire in that area will not be able to prejudice both sections of corridor at the same time.
278_UK_UK_Approved_Document_B_vol_2,"If that area is a lift lobby, doors should be provided as shown in Figure 9 in BS 9999.","If that area is a lift lobby, doors should be provided as shown in Figure 9 in BS 9999."
281_UK_UK_Approved_Document_B_vol_2,"Services, toilets, etc.","Services, toilets, etc."
331_UK_UK_Approved_Document_B_vol_2,From A and B at least one direction of travel is away from the opening.,From A and B at least one direction of travel is away from the opening.
332_UK_UK_Approved_Document_B_vol_2,"From C, where the initial direction of travel is towards the opening, one of the escape routes is not less than 4.5m from the opening.","From C, where the initial direction of travel is towards the opening, one of the escape routes is not less than 4.5m from the opening."
338_UK_UK_Approved_Document_B_vol_2,"Where a storey has more than one escape stair, it should be planned so that it is not necessary to pass through one stair to reach another.","Where a storey has more than one escape stair, it should be planned so that it is not necessary to pass through one stair to reach another."
339_UK_UK_Approved_Document_B_vol_2,"However, it would be acceptable to pass through one stair’s protected lobby to reach another stair.","However, it would be acceptable to pass through one stair’s protected lobby to reach another stair."
341_UK_UK_Approved_Document_B_vol_2,"Where they serve protected stairways that are part of primary circulation routes, self-closing fire doors should be fitted with an automatic release mechanism, to avoid them being rendered ineffective by misuse.","Where they serve protected stairways that are part of primary circulation routes, self-closing fire doors should be fitted with an automatic release mechanism, to avoid them being rendered ineffective by misuse."
342_UK_UK_Approved_Document_B_vol_2,"Otherwise, the stair (and any associated exit passageway) should not form part of the primary circulation route between different parts of the building at the same level.","Otherwise, the stair (and any associated exit passageway) should not form part of the primary circulation route between different parts of the building at the same level."
344_UK_UK_Approved_Document_B_vol_2,"If a storey contains areas for consuming food and/or drink, and where that is not the main use of the building, then both of the following apply.","If a storey contains areas for consuming food and/or drink, and where that is not the main use of the building, then both of the following apply."
345_UK_UK_Approved_Document_B_vol_2,"A minimum of two escape routes should be provided from each area, except from inner rooms that meet the conditions in paragraph 2.11.","A minimum of two escape routes should be provided from each area, except from inner rooms that meet the conditions in paragraph 2.11."
346_UK_UK_Approved_Document_B_vol_2,Those escape routes should lead directly to a storey exit without entering a kitchen or similar area of high fire hazard.,Those escape routes should lead directly to a storey exit without entering a kitchen or similar area of high fire hazard.
348_UK_UK_Approved_Document_B_vol_2,"Where a storey is divided into areas of occupancy under separate ownership or tenancy, then both of the following apply.","Where a storey is divided into areas of occupancy under separate ownership or tenancy, then both of the following apply."
349_UK_UK_Approved_Document_B_vol_2,The means of escape from each occupancy should not pass through any other occupancy.,The means of escape from each occupancy should not pass through any other occupancy.
350_UK_UK_Approved_Document_B_vol_2,"If a common corridor or circulation space is on the escape route, one of the following should apply.","If a common corridor or circulation space is on the escape route, one of the following should apply."
351_UK_UK_Approved_Document_B_vol_2,It should be a protected corridor.,It should be a protected corridor.
352_UK_UK_Approved_Document_B_vol_2,A suitable automatic fire detection and alarm system should be installed throughout the storey.,A suitable automatic fire detection and alarm system should be installed throughout the storey.
354_UK_UK_Approved_Document_B_vol_2,"The width of escape routes and exits should meet the provisions in Table 2.3, as well as the guidance in Approved Document M.","The width of escape routes and exits should meet the provisions in Table 2.3, as well as the guidance in Approved Document M."
355_UK_UK_Approved_Document_B_vol_2,"If the maximum number of people likely to use the escape route and exit is not known, it should be calculated using the occupant number guidance in Appendix D.","If the maximum number of people likely to use the escape route and exit is not known, it should be calculated using the occupant number guidance in Appendix D."
356_UK_UK_Approved_Document_B_vol_2,Guidance on the spacing of fixed seating for auditoria is given in Annex D of BS 9999.,Guidance on the spacing of fixed seating for auditoria is given in Annex D of BS 9999.
370_UK_UK_Approved_Document_B_vol_2,See Appendix D for methods of measurement.,See Appendix D for methods of measurement.
371_UK_UK_Approved_Document_B_vol_2,Widths may need to be increased to meet guidance in Approved Document M.,Widths may need to be increased to meet guidance in Approved Document M.
372_UK_UK_Approved_Document_B_vol_2,Widths less than 1050mm should not be interpolated.,Widths less than 1050mm should not be interpolated.
373_UK_UK_Approved_Document_B_vol_2,"May be reduced to 530mm for gangways between fixed storage racking, other than in public areas of ‘shop and commercial’ (purpose group 4) buildings.","May be reduced to 530mm for gangways between fixed storage racking, other than in public areas of ‘shop and commercial’ (purpose group 4) buildings."
374_UK_UK_Approved_Document_B_vol_2,5mm/person does not apply to an opening serving fewer than 220 people.,5mm/person does not apply to an opening serving fewer than 220 people.
376_UK_UK_Approved_Document_B_vol_2,"Where multiple storey exits are available, fire might prevent one from being used.","Where multiple storey exits are available, fire might prevent one from being used."
