example_id,content,processed_content,label,metadata
81f14fc1-af5d-45e8-8725-94d2510e4701,"A dwelling that is intended for service housing or supported housing of a person with mobility and functional impairment shall, irrespective of the number of storeys in the building, have a turning  space  with  a  diameter  of  at  least  1,500  millimetres  in  the  hallway  and  kitchen.","A dwelling that is intended for service housing or supported housing of a person with mobility and functional impairment shall , irrespective of the number of storeys in the building , have a turning space with a diameter of at least 1,500 millimetres in the hallway and kitchen .",O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O O O O O O O O O B-object I-object O O B-property O O O B-value I-value O O B-object O B-object O,{'ID': '29_Finnish_Accessibility'}
8207751f-13b8-4fe3-9bfe-4423093d4905,A  building  with  dwellings  or  accommodation  or  patient  rooms  shall  be  designed  and implemented so that the reverberation time of the staircase and exit route is no more than 1.3 seconds.,A building with dwellings or accommodation or patient rooms shall be designed and implemented so that the reverberation time of the staircase and exit route is no more than 1.3 seconds .,O B-object O B-object O B-object O B-object I-object O O B-quality I-quality I-quality O O O B-property I-property O O B-object O B-object I-object O O O O B-value I-value O,{'ID': '26_Finnish_AcousticEnvironment'}
8bb9aee2-a950-4a65-a715-287035906789,"Spaces of a non-residential building and common spaces of a residential building as well as the fixtures, fittings and fixed equipment in them shall be suitable for persons with mobility and functional impairment.","Spaces of a non-residential building and common spaces of a residential building as well as the fixtures , fittings and fixed equipment in them shall be suitable for persons with mobility and functional impairment .",B-object O O B-object I-object O B-object I-object O O B-object I-object O O O O B-object I-object I-object I-object I-object I-object O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '27_Finnish_Accessibility'}
956efc87-87de-4d3c-99fb-dc58eab9353b,"A  dwelling  that  is  intended  for  sheltered  housing  or  supported  housing  of  a  person  with mobility or functional impairment shall have at least one toilet and washing facility which has a  free  space  with  a  diameter  of  at  least  1,500  millimetres.","A dwelling that is intended for sheltered housing or supported housing of a person with mobility or functional impairment shall have at least one toilet and washing facility which has a free space with a diameter of at least 1,500 millimetres .",O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-value B-object I-object I-object I-object O O O B-object I-object O O B-property O O O B-value I-value O,{'ID': '42_Finnish_Accessibility'}
a0d4a888-a5f8-449e-b28c-43fd1003dca3, The fire compartment shall be partitioned by accommodation room.,The fire compartment shall be partitioned by accommodation room .,O B-object I-object O O B-quality I-quality I-quality I-quality O,{'ID': '258_Finnish_FireSafety'}
b4ae0bf1-8dec-4e43-b10b-4a593780d742,Partitioning doors in accommodation premises shall be equipped with closing devices.,Partitioning doors in accommodation premises shall be equipped with closing devices .,B-quality B-object O B-object I-object O O O O B-object I-object O,{'ID': '121_Finnish_FireSafety'}
d941229d-4de4-4873-9704-c207a9b673c8,An exit enclosure has doors that open separately into each adjoining fire compartment without a need to open the doors at the same time.,An exit enclosure has doors that open separately into each adjoining fire compartment without a need to open the doors at the same time .,O B-object I-object O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '26_Finnish_FireSafety'}
da4d5959-6e64-4e04-a1f3-8b42b6addab0,The outdoor air flow used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least 0.15 dm3/s per m2.,The outdoor air flow used in the calculations for buildings other than those in intended use categories 1 and 2 outside the occupancy period shall be at least 0.15 dm3/s per m2 .,O B-quality B-property I-property B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-value I-value I-value I-value O,{'ID': '67_Finnish_EnergyEfficiency'}
e4fb8d18-8dbc-4351-a2df-d87f880f476a,The fire resistance time requirement for balconies is half that of the load-bearing structures of the storey.,The fire resistance time requirement for balconies is half that of the load-bearing structures of the storey .,O B-property I-property I-property I-property O B-object O B-value O O O B-object I-object O O B-object O,{'ID': '90_Finnish_FireSafety'}
e8e5b04a-e794-4933-b846-aefb5457f60b,The toilet seat shall be placed between 200 and 300 millimetres from the rear wall.,The toilet seat shall be placed between 200 and 300 millimetres from the rear wall .,O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '57_Finnish_Accessibility'}
10e66a84-25db-40a0-87d5-6297d0732fe4,The shutoff valves shall be located: 1) at each house; 2) at each apartment; 3) in vertical service pipes; 4) on both sides of devices installed in the service pipes; 5) before a device or fixture that is connected to the connector pipe;  6) on both sides of the water meters.,The shutoff valves shall be located : 1 ) at each house ; 2 ) at each apartment ; 3 ) in vertical service pipes ; 4 ) on both sides of devices installed in the service pipes ; 5 ) before a device or fixture that is connected to the connector pipe ; 6 ) on both sides of the water meters .,O B-object I-object O O O O O O O O B-object O O O O O B-object O O O O B-quality B-object I-object O O O O B-property I-property O B-object O O O B-object I-object O O O O O B-object O B-object O O O O O B-object I-object O O O O B-property I-property O O B-object I-object O,{'ID': '93_Finnish_Health-WaterAndSewerage'}
28c47652-47a0-4fa4-8343-beee0af2691c,"Large  roof  surfaces  must  be  divided  into  parts  of  no  more  than  2,400 square  metres.","Large roof surfaces must be divided into parts of no more than 2,400 square metres .",B-quality B-object B-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '181_Finnish_FireSafety'}
2c07775a-c1de-4796-989a-96572c81f9d4,The crawl space must be ventilated.,The crawl space must be ventilated .,O B-object I-object O O B-quality O,{'ID': '80_Finnish_Health-Humidity'}
38020928-c137-486e-88d7-c8feec038c99,A building must be provided with a fire wall if it is situated adjacent to a neighbouring building or so close to a neighbouring building that the spread of fire is evident.,A building must be provided with a fire wall if it is situated adjacent to a neighbouring building or so close to a neighbouring building that the spread of fire is evident .,O B-object O O O O O B-object I-object O B-object O B-quality I-quality I-quality I-quality I-quality I-quality O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '189_Finnish_FireSafety'}
3e9fc57e-bc69-4f17-a056-dd7767afa9bb,"If the height of the building does not exceed 28 metres, access to the attic fire compartments from the outside shall be required.","If the height of the building does not exceed 28 metres , access to the attic fire compartments from the outside shall be required .",O O B-property O O B-object O O O B-value I-value O B-quality O O B-object B-object I-object B-quality I-quality I-quality O O O O,{'ID': '241_Finnish_FireSafety'}
55d84237-8fad-4bd7-b67d-0745b9cc1e31,"The doors of exits, and of areas leading to them, must be easy to open in an emergency.","The doors of exits , and of areas leading to them , must be easy to open in an emergency .",O B-object O B-object O O O B-object B-quality I-quality I-quality O O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '222_Finnish_FireSafety'}
73efbdcb-2751-4f01-9471-ccca44ccc0f3,"If a drainage point is located below the height of backwater, the waste water must be pumped.","If a drainage point is located below the height of backwater , the waste water must be pumped .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality O O B-object I-object O O B-quality O,{'ID': '133_Finnish_Health-WaterAndSewerage'}
80221d2c-8ba8-4700-b219-c35fde50f35e,No more than two drainage wells may be connected to a floor drain and they may be located at a maximum distance of three meters from the floor drain.,No more than two drainage wells may be connected to a floor drain and they may be located at a maximum distance of three meters from the floor drain .,O O O B-value B-object I-object O O O O O B-object I-object O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '125_Finnish_Health-WaterAndSewerage'}
8102cb27-2e2a-4008-99d6-a53f5045f6e2,Structures with surfaces exposed to moisture must be resistant to the effects of water.,Structures with surfaces exposed to moisture must be resistant to the effects of water .,B-object O B-property B-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '36_Finnish_Health-Humidity'}
84cd76d7-e5d0-4f39-94bc-0236c65d533a,"in residential buildings of not more than two storeys, one exit of no less than 900 millimetres in width is permitted.","in residential buildings of not more than two storeys , one exit of no less than 900 millimetres in width is permitted .",O B-object I-object O O O O B-value B-object O B-value B-object O O O O B-value I-value O B-property O O O,{'ID': '217_Finnish_FireSafety'}
8595e26e-db5c-4d09-9fcf-02b530b61e23,There must be access to each fire compartment of an attic for firefighting operations.,There must be access to each fire compartment of an attic for firefighting operations .,O O O B-quality O O B-object I-object O O B-object B-quality I-quality I-quality O,{'ID': '240_Finnish_FireSafety'}
922bf8df-3a70-4f45-8c04-200b638d3b3c,The cold water pipe shall be designed and installed so that the temperature in the cold water system may not exceed 20 degrees Celsius.,The cold water pipe shall be designed and installed so that the temperature in the cold water system may not exceed 20 degrees Celsius .,O B-object I-object I-object O O B-quality I-quality I-quality O O O B-property O O B-object I-object I-object O O O B-value I-value I-value O,{'ID': '59_Finnish_Health-WaterAndSewerage'}
adc0ce58-8e7e-42fa-a823-ab45f266f77f,Sewers shall be connected to a stack vent that extends above the roofing of a building.,Sewers shall be connected to a stack vent that extends above the roofing of a building .,B-object O O O O O B-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '135_Finnish_Health-WaterAndSewerage'}
cc72106e-9e7f-47cf-8a95-0173a8305dad,"In a new building, the crawl space height must be 0.8 metres on average at the minimum.","In a new building , the crawl space height must be 0.8 metres on average at the minimum .",O O B-quality B-object O O B-object I-object B-property O O B-value I-value O O O O O O,{'ID': '83_Finnish_Health-Humidity'}
e15250c0-1279-4d29-a1ec-31560b045007,Extinguishing routes of basement storeys must not be connected to fire and smoke-proof exits.,Extinguishing routes of basement storeys must not be connected to fire and smoke-proof exits .,B-object I-object O B-object I-object O O O O O B-quality I-quality I-quality B-object O,{'ID': '244_Finnish_FireSafety'}
e1f1aeb9-7453-4b6b-b3f1-6049d711868a,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test.,The fire performance of the external wall structure of a building no more than 56 metres in height may also be demonstrated by a fullscale test .,O B-property I-property O O B-quality B-object I-object O O B-object O O O B-value I-value O B-property O O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '156_Finnish_FireSafety'}
e3128ebd-be79-48f2-93b5-7806c9a9026a,"Constructions  behind  surfaces  exposed  to  running  water,  repetitious splash water or water condensation must be waterproofed.","Constructions behind surfaces exposed to running water , repetitious splash water or water condensation must be waterproofed .",B-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality O,{'ID': '110_Finnish_Health-Humidity'}
f034fbd1-7547-425a-8163-513fcac0b66b,The roof structures and joints must be properly inclined and sealed for water drainage.,The roof structures and joints must be properly inclined and sealed for water drainage .,O B-object I-object O B-object O O B-quality I-quality O B-quality I-quality I-quality I-quality O,{'ID': '103_Finnish_Health-Humidity'}
f420ae57-5656-4558-b1a3-1079e46bf6cc,"In the case of the storey-level door of a dwelling, or if the number of people evacuating through the door exceeds 60, doors must open in the direction of the exit.","In the case of the storey-level door of a dwelling , or if the number of people evacuating through the door exceeds 60 , doors must open in the direction of the exit .",O O O O O B-quality B-object O O B-object O O O O B-property I-property I-property I-property O O B-object O B-value O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '223_Finnish_FireSafety'}
fb1da22f-8ddb-4399-b441-64dca68da9af,"If a lift or other device for moving between levels is installed in the exit of an existing building, the dwellings exit may be no less than 850 millimetres wide.","If a lift or other device for moving between levels is installed in the exit of an existing building , the dwellings exit may be no less than 850 millimetres wide .",O O B-object O O B-object O B-quality I-quality I-quality O O O O B-object O O B-quality B-object O O B-object B-object O O O O O B-value I-value B-property O,{'ID': '218_Finnish_FireSafety'}
103f99ad-884b-4bae-9f22-ccb1c5bc3d26,"In an open garage of no more than five storeys, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.","In an open garage of no more than five storeys , the maximum area may be used as the surface area of the storeys , even though the driveways between the various storeys are combined .",O O B-quality B-object O O O O B-value B-object O O B-quality B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O B-object B-quality I-quality I-quality I-quality O B-quality O,{'ID': '110_Finnish_FireSafety'}
20518e80-6f7e-457f-8c5a-59fa4c0eb324,"When calculating the heat loss for a buildings design solution, the design value shall be used as the value of the air leakage rate figure for the building envelope.","When calculating the heat loss for a buildings design solution , the design value shall be used as the value of the air leakage rate figure for the building envelope .",O O O B-property I-property O O B-object B-object I-object O O B-property I-property O O O O O O O O B-property I-property I-property I-property O O B-object B-object O,{'ID': '137_Finnish_EnergyEfficiency'}
21bf2954-bfa8-44ef-bb2e-4e34367965ba,"If a load-bearing element is required to have a longer fire resistance time with respect to integrity E and insulation I than with respect to load-bearing capacity R, the longer fire resistance time shall also be applied to the load-bearing capacity.","If a load-bearing element is required to have a longer fire resistance time with respect to integrity E and insulation I than with respect to load-bearing capacity R , the longer fire resistance time shall also be applied to the load-bearing capacity .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality B-property I-property I-property O O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '88_Finnish_FireSafety'}
385a4365-40c0-4c07-8854-b07bde292fd2,"The  electrical  energy  consumption  of  a  mechanical ventilation  system  shall  be  calculated  on  the  basis  of  air  flows,  specific  fan  powers  and operating times for all air handling units and powered roof ventilators in the building.","The electrical energy consumption of a mechanical ventilation system shall be calculated on the basis of air flows , specific fan powers and operating times for all air handling units and powered roof ventilators in the building .",O B-quality B-property I-property O O B-quality B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '109_Finnish_EnergyEfficiency'}
64aead92-11dc-49ab-9086-c86f6d1f9c3e,A dynamic calculation tool shall be used for the calculation of the room temperature for the summer season.,A dynamic calculation tool shall be used for the calculation of the room temperature for the summer season .,O B-quality B-object I-object O O O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '162_Finnish_EnergyEfficiency'}
7a1bc727-1daa-4668-83f6-b44327b96898,"In glazed balconies, the spread of fire from one balcony to another and to an adjacent fire compartment must be restricted.","In glazed balconies , the spread of fire from one balcony to another and to an adjacent fire compartment must be restricted .",O B-quality B-object O O B-property I-property I-property B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O O B-quality O,{'ID': '133_Finnish_FireSafety'}
8719164e-370a-42f2-9240-0a1b8db1a2c7,Extensive voids must be partitioned in order to restrict the spread of fire.,Extensive voids must be partitioned in order to restrict the spread of fire .,B-quality B-object O O B-quality O O O B-quality I-quality I-quality I-quality I-quality O,{'ID': '129_Finnish_FireSafety'}
8e5e9560-4b22-4fe0-ad86-e52b82ffe4d2,"When  calculating  the  energy  consumption  of  a  buildings  cooling  system,  the  energy consumption of cooling energy production and the electrical energy consumption of auxiliary units  shall  be  taken  into  account  where  the  use  of  the  systems  is  required  for  indoor temperature control.","When calculating the energy consumption of a buildings cooling system , the energy consumption of cooling energy production and the electrical energy consumption of auxiliary units shall be taken into account where the use of the systems is required for indoor temperature control .",O O O O O O O O O O O O B-property I-property O B-object I-object I-object O O B-quality B-property I-property O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '111_Finnish_EnergyEfficiency'}
8efb6108-e49e-4d64-a1e4-22e3f9128b17,"When calculating the reference heat loss of a building, the value of 2.0 m3/(h m2) shall be used as the reference value for the air leakage rate figure for the building envelope.","When calculating the reference heat loss of a building , the value of 2.0 m3/ ( h m2 ) shall be used as the reference value for the air leakage rate figure for the building envelope .",O O O O O O O O O O O O O B-value I-value I-value I-value I-value I-value O O O O O B-property I-property O O B-property I-property I-property I-property O O B-object B-object O,{'ID': '136_Finnish_EnergyEfficiency'}
a4fccc69-c508-4405-92aa-2cfe36bfca39,Exits of parts of the building separated by a fire wall must be constructed separately so that in the event of a fire there is no need to use any door that may be in the fire wall.,Exits of parts of the building separated by a fire wall must be constructed separately so that in the event of a fire there is no need to use any door that may be in the fire wall .,B-object O B-object O O B-object B-quality I-quality I-quality I-quality I-quality O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '209_Finnish_FireSafety'}
b810df40-4dd8-44c4-80c4-b33bb873a5e9,"If  the  circulation  piping  is  located  inside  the  building envelopes insulation, 25 of the calculated domestic hot water circulation heat loss shall be added  to  the  thermal  load  of  the  spaces  of  the  building.","If the circulation piping is located inside the building envelopes insulation , 25 of the calculated domestic hot water circulation heat loss shall be added to the thermal load of the spaces of the building .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality I-quality O B-value O O B-quality B-property I-property I-property I-property I-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '103_Finnish_EnergyEfficiency'}
d3fc8c9b-c23a-4188-8723-369caa90453c,"The reference value for a building's total combined window area is 15 of the sum total of the floor  plate areas  of  the  buildings  storeys that  are  fully  or in  part  above  the  ground  but, however, at most 50 of the building's facade area.","The reference value for a building 's total combined window area is 15 of the sum total of the floor plate areas of the buildings storeys that are fully or in part above the ground but , however , at most 50 of the building 's facade area .",O B-property I-property O O B-object I-object B-property I-property I-property I-property O B-value O O B-property I-property O O B-property I-property I-property O O B-object B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O O O O B-value O O B-object I-object B-property I-property O,{'ID': '124_Finnish_EnergyEfficiency'}
e93da678-4b62-493b-8c4d-31a95da3885d,An energy declaration shall be drawn up when designing a building.,An energy declaration shall be drawn up when designing a building .,O B-object I-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '172_Finnish_EnergyEfficiency'}
eeb4239f-3819-475c-ad20-756bed80c4ff,"In reference heat loss calculations, the value used as the annual efficiency of heat recovery from ventilation extract air of the buildings ventilation system shall be 55.","In reference heat loss calculations , the value used as the annual efficiency of heat recovery from ventilation extract air of the buildings ventilation system shall be 55 .",O O O O O O O O O O O B-property I-property I-property I-property I-property I-property I-property I-property I-property O O B-object B-object I-object O O B-value O,{'ID': '151_Finnish_EnergyEfficiency'}
efd2d371-97de-4d5e-af06-e404ff71f316,The impact of the ground and crawl space on heat loss shall be taken into account in heat loss calculations.,The impact of the ground and crawl space on heat loss shall be taken into account in heat loss calculations .,O B-property O O B-object O B-object I-object O B-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '91_Finnish_EnergyEfficiency'}
efe70fd9-5cdd-4586-9ebc-73c2960b1e00,"If a fire door is kept open in normal use, it shall be equipped with devices that will close the door in the event of fire.","If a fire door is kept open in normal use , it shall be equipped with devices that will close the door in the event of fire .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality O B-object O O O O B-object I-object I-object I-object I-object I-object I-object I-object I-object I-object I-object O,{'ID': '120_Finnish_FireSafety'}
f19c920a-bd5a-49ac-a111-69fb944271b4,The net heating energy demand for ventilation shall be calculated on the basis of the heating of air after heat recovery to supply air temperature and any heating before heat recovery.,The net heating energy demand for ventilation shall be calculated on the basis of the heating of air after heat recovery to supply air temperature and any heating before heat recovery .,O B-property I-property I-property I-property O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '86_Finnish_EnergyEfficiency'}
f439dcde-3cf9-4b40-b555-a2107ae5559f,"If  the  circulation  piping  is  located inside the building envelope, 50 of the calculated domestic hot water circulation heat loss shall  be  added  to  the  thermal  load  of  the  spaces  of  the  building.","If the circulation piping is located inside the building envelope , 50 of the calculated domestic hot water circulation heat loss shall be added to the thermal load of the spaces of the building .",O O B-object I-object O B-quality I-quality I-quality I-quality I-quality O B-value O O B-quality B-property I-property I-property I-property I-property I-property O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '104_Finnish_EnergyEfficiency'}
f7935bb4-9e5f-4e91-bbf1-54e45c1ef24c,A building with a height exceeding 9 metres must be equipped with anchoring structures for safety lines.,A building with a height exceeding 9 metres must be equipped with anchoring structures for safety lines .,O B-object O O B-property O B-value I-value O O O O B-object I-object O B-object I-object O,{'ID': '127_Finnish_SafetyOfUse'}
f9f11981-2aad-4ef7-82fc-c89470ebe263,A driveway must not intersect a walkway leading to a play area.,A driveway must not intersect a walkway leading to a play area .,O B-object O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '88_Finnish_SafetyOfUse'}
382038df-4d45-443d-a52a-8a83e6048d1e,At least 30% of the ties shall be located in the immediate vicinity of the grid lines of the columns and the walls.,At least 30 % of the ties shall be located in the immediate vicinity of the grid lines of the columns and the walls .,O O B-value I-value O O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '175_Finnish_StabilityOfStructures'}
b5addb77-be99-45a2-8dc0-fdf5d1969a57,Each column and wall shall be supplied with continuous vertical ties from the foundations to the roof level.,Each column and wall shall be supplied with continuous vertical ties from the foundations to the roof level .,O B-object O B-object O O O O B-quality B-quality B-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '194_Finnish_StabilityOfStructures'}
6d5428cc-90c2-477e-b20e-978a6d1cd403,Edge columns and walls shall be tied to every floor and roof.,Edge columns and walls shall be tied to every floor and roof .,B-quality B-object O B-object O O B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '186_Finnish_StabilityOfStructures'}
60205cf2-fa87-4195-9415-a6fb144a9b72,"Entrances and passageways to playgrounds and recreation areas used in the wintertime, as well as street areas surrounding the building and other public areas, must be protected from snow and ice falling from the roof of the building using snow barriers, taking into account the pitch of the roof.","Entrances and passageways to playgrounds and recreation areas used in the wintertime , as well as street areas surrounding the building and other public areas , must be protected from snow and ice falling from the roof of the building using snow barriers , taking into account the pitch of the roof .",B-object O B-object O B-object O B-object I-object B-quality I-quality I-quality I-quality O O O O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality I-quality O O O B-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '96_Finnish_SafetyOfUse'}
89811586-c819-4eb5-99f5-c4fcefdb9520,Fixed or linked seats must be arranged as rows of seating with an access route on the side of the rows.,Fixed or linked seats must be arranged as rows of seating with an access route on the side of the rows .,B-quality O B-quality B-object O O B-quality I-quality I-quality I-quality I-quality O O B-object I-object B-quality I-quality I-quality I-quality I-quality I-quality O,{'ID': '107_Finnish_SafetyOfUse'}
