example_id,content,metadata,tagged_sentence,relation_type,e1_tag,e2_tag
60024014-cb6a-4a53-9b12-9497e0a1e5e8,"Extract air from toilets, washrooms and cleaning spaces may be conducted to vertical ducts for extract air categories 1 and 2 if the total extract air flow from these spaces does not exceed 10 of the total air flow in the vertical duct.",{'ID': '85_Finnish_Health-IndoorClimateAndVentilation'},"Extract air from toilets, washrooms and cleaning spaces may be conducted to vertical ducts for <e1>extract air categories</e1> 1 and <e2>2</e2> if the total extract air flow from these spaces does not exceed 10 of the total air flow in the vertical duct.",equal,property,value
60024014-cb6a-4a53-9b12-9497e0a1e5e8,"Extract air from toilets, washrooms and cleaning spaces may be conducted to vertical ducts for extract air categories 1 and 2 if the total extract air flow from these spaces does not exceed 10 of the total air flow in the vertical duct.",{'ID': '85_Finnish_Health-IndoorClimateAndVentilation'},"Extract air from toilets, washrooms and cleaning spaces may be conducted to vertical ducts for <e1>extract air categories</e1> <e2>1</e2> and 2 if the total extract air flow from these spaces does not exceed 10 of the total air flow in the vertical duct.",equal,property,value
6a41a473-bd3c-4e38-a093-094b3fdae388,At least one in every five remaining parking spaces must be provided with cable routes.,{'ID': '68_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},At least one in every <e1>five</e1> remaining <e2>parking spaces</e2> must be provided with cable routes.,equal,value,object
710ef992-e187-4b1a-894b-e0e222f54359,"NOTE: For grid-supplied electricity, a CO2 emission factor of 0.136kgCO2/kWh and primary energy factor of 1.501kWhPE/kWh should be used.",{'ID': '199_UK_DocM_V2_AccessAndUseOfBuildings'},"NOTE: For grid-supplied electricity, a <e1>CO2 emission factor</e1> of <e2>0.136kgCO2/kWh</e2> and primary energy factor of 1.501kWhPE/kWh should be used.",equal,property,value
75c60084-6878-472d-8694-e8739e0dd76c,The width of access routes in assembly areas with a maximum capacity of 60 persons must be at least 900 millimetres.,{'ID': '115_Finnish_SafetyOfUse'},The width of access routes in assembly areas with a <e1>maximum capacity</e1> of <e2>60 persons</e2> must be at least 900 millimetres.,equal,property,value
76acc6bd-50c0-4f3f-b015-42e171ec6ce7,One electric vehicle charge point must be installed.,{'ID': '82_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},<e1>One</e1> <e2>electric vehicle charge point</e2> must be installed.,equal,value,object
77f993c6-dff1-4f9a-8f66-73221d3cbaff,"If the dwelling only has one habitable room, a minimum ventilation rate of 13l/s should be used.",{'ID': '43_UK_DocF_V1_Ventilation'},"If the dwelling only has <e1>one</e1> <e2>habitable room</e2>, a minimum ventilation rate of 13l/s should be used.",equal,value,object
7c8f6c05-769d-46a8-9dc6-84b509bf8d9c,"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be class E 15.",{'ID': '134_Finnish_FireSafety'},"The fire compartmenting requirement for the balcony slab of a glazed balcony of a building exceeding two storeys is EI 30; however, minor sealing parts and penetrations may be <e1>class</e1> <e2>E 15</e2>.",equal,property,value
7e34700e-92de-4b00-a820-f4085a2e186c,"If the free gap between facing walls of adjacent glazed balconies or the distance of the wall to the window of an adjacent fire compartment is less than 2 metres, the wall in question must be class EI 15.",{'ID': '135_Finnish_FireSafety'},"If the free gap between facing walls of adjacent glazed balconies or the distance of the wall to the window of an adjacent fire compartment is less than 2 metres, the wall in question must be <e1>class</e1> <e2>EI 15</e2>.",equal,property,value
7f49ccb1-ce2c-47eb-8b22-2c8e806e5d88,The resilient layer should be to the full height of the door and 600mm either side of the doorset.,{'ID': '15_UK_DocQ_Security_Dwellings'},The resilient layer should be to the full height of the door and <e1>600mm</e1> <e2>either side</e2> of the doorset.,equal,value,property
835d8fad-7a27-4299-aa38-a5b1771a6779,"In large building complexes, such as retail parks and large sports centres, there should be one wheelchair-accessible unisex toilet capable of including an adult changing table.",{'ID': '178_UK_DocM_V2_AccessAndUseOfBuildings'},"In large building complexes, such as retail parks and large sports centres, there should be <e1>one</e1> wheelchair-accessible unisex <e2>toilet</e2> capable of including an adult changing table.",equal,value,object
8aa4b706-1659-4e30-a4fe-e7f33efe3241,All three parts of the compliance checklist should be completed.,{'ID': '108_UK_DocO_Overheating'},All <e1>three</e1> <e2>parts</e2> of the compliance checklist should be completed.,equal,value,object
8efb6108-e49e-4d64-a1e4-22e3f9128b17,"When calculating the reference heat loss of a building, the value of 2.0 m3/(h m2) shall be used as the reference value for the air leakage rate figure for the building envelope.",{'ID': '136_Finnish_EnergyEfficiency'},"When calculating the reference heat loss of a building, the value of <e1>2.0 m3/(h m2)</e1> shall be used as the <e2>reference value</e2> for the air leakage rate figure for the building envelope.",equal,value,property
984c252b-74f4-4d85-9080-1c8ae1851eca,"If performance requires thicker glass to be used, an equivalent window unit with standard thickness (6mm) glazing should be shown to meet the required standard.",{'ID': '113_UK_DocL_V1_ConsrvationOfFuelAndPower'},"If performance requires thicker glass to be used, an equivalent window unit with <e1>standard thickness</e1> (<e2>6mm</e2>) glazing should be shown to meet the required standard.",equal,property,value
993e54cc-49c3-43cb-995e-1a951c93c775,"When a warning sign is not posted, the areas shall be designed to an axle load Qk and also to an axle group load equal to 190 kN.",{'ID': '25_Finnish_StabilityOfStructures'},"When a warning sign is not posted, the areas shall be designed to an axle load Qk and also to an <e1>axle group load</e1> equal to <e2>190 kN</e2>.",equal,property,value
99a53f17-48cb-4012-a47b-700761e0983b,Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,{'ID': '61_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) <e1>one</e1> of those <e2>parking spaces</e2> must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,equal,value,object
a0c838b5-5fe2-4b52-abe1-432804c2c8aa,A temperature of 21 C shall be used as the design value for room temperature during the heating season.,{'ID': '33_Finnish_Health-IndoorClimateAndVentilation'},A <e1>temperature</e1> of 21 C shall be used as the <e2>design value</e2> for room temperature during the heating season.,equal,property,property
b63dcef6-1840-4e9e-ad51-f8fc481fe856,"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",{'ID': '36_UK_DocA_Structure'},"The wall ties should have a <e1>horizontal spacing</e1> of <e2>900mm</e2> and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",equal,property,value
b63dcef6-1840-4e9e-ad51-f8fc481fe856,"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",{'ID': '36_UK_DocA_Structure'},"The wall ties should have a horizontal spacing of 900mm and a <e1>vertical spacing</e1> of <e2>450mm</e2>, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",equal,property,value
baee716c-b8c2-4500-b4de-63fa11f007b1,A minimum of one in five of the remaining parking spaces must have access to cable routes.,{'ID': '83_UK_DocS_InfrastructureForChargingOfElectricalVehicles'},A minimum of one in <e1>five</e1> of the remaining <e2>parking spaces</e2> must have access to cable routes.,equal,value,object
c0a6d35c-cc20-428b-941d-c3e3e6365c74,"In a tier that is uninterrupted by cross-gangways, and where the pitch exceeds 25, use a maximum number of steps of 40.",{'ID': '25_UK_DocK_ProtectionFromFalling'},"In a tier that is uninterrupted by cross-gangways, and where the pitch exceeds 25, use a <e1>maximum</e1> number of steps of <e2>40</e2>.",equal,quality,value
c384013b-c40f-4925-acbe-465e1ca5bc13,One photograph per detail should be recorded.,{'ID': '480_UK_DocL_V1_ConsrvationOfFuelAndPower'},<e1>One</e1> <e2>photograph</e2> per detail should be recorded.,equal,value,object
c47598f9-df79-4d77-aba9-8f380342372f,extract air of category 4 shall be conducted to the outdoors through individual extract air ducts.,{'ID': '88_Finnish_Health-IndoorClimateAndVentilation'},extract air of <e1>category</e1> <e2>4</e2> shall be conducted to the outdoors through individual extract air ducts.,equal,property,value
c952db0f-b605-4335-8d56-97fc339ad5ba,All three parts of the installation and commissioning checklist should be completed.,{'ID': '262_UK_DocF_V1_Ventilation'},All <e1>three</e1> <e2>parts</e2> of the installation and commissioning checklist should be completed.,equal,value,object
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under <e1>category</e1> <e2>2</e2>.",equal,property,value
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the air flows of <e1>extract air categories</e1> 1 and <e2>2</e2> are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",equal,property,value
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the air flows of <e1>extract air categories</e1> <e2>1</e2> and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",equal,property,value
d0927095-9e43-4ce4-a740-d5df69dc1dc3,"If the air flows of extract air categories 1 and 2 are combined into the same duct and category 2 air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",{'ID': '84_Finnish_Health-IndoorClimateAndVentilation'},"If the air flows of extract air categories 1 and 2 are combined into the same duct and <e1>category</e1> <e2>2</e2> air flow accounts for more than 10 of the combined air flow, the combined air flow is classified under category 2.",equal,property,value
d0b6759e-deec-451d-bd7a-ec65b96048be,"extract air of category 3 shall be conducted through individual ducts, or common ducts serving spaces of the same type as regards level of air purity, to the outdoors, into a collection duct installed above the spaces it serves or into an extract air chamber.",{'ID': '130_Finnish_Health-IndoorClimateAndVentilation'},"extract air of <e1>category</e1> <e2>3</e2> shall be conducted through individual ducts, or common ducts serving spaces of the same type as regards level of air purity, to the outdoors, into a collection duct installed above the spaces it serves or into an extract air chamber.",equal,property,value
d3fc8c9b-c23a-4188-8723-369caa90453c,"The reference value for a building's total combined window area is 15 of the sum total of the floor  plate areas  of  the  buildings  storeys that  are  fully  or in  part  above  the  ground  but, however, at most 50 of the building's facade area.",{'ID': '124_Finnish_EnergyEfficiency'},"The <e1>reference value</e1> for a building's total combined window area is <e2>15</e2> of the sum total of the floor plate areas of the buildings storeys that are fully or in part above the ground but, however, at most 50 of the building's facade area.",equal,property,value
e21fa967-934e-4a29-a66d-252fdbbf928f,"If the parasitic energy use is unknown, an allowance of 0.3W/m2 should be made for any control system.",{'ID': '473_UK_DocM_V2_AccessAndUseOfBuildings'},"If the parasitic energy use is unknown, an <e1>allowance</e1> of <e2>0.3W/m2</e2> should be made for any control system.",equal,property,value
e32bbb47-c826-40c1-8ea4-8c32353d3fd2,There shall be adequate means of ventilation provided for people in the building.,{'ID': '15_UK_DocF_V1_Ventilation'},There shall be <e1>adequate means</e1> of <e2>ventilation</e2> provided for people in the building.,equal,value,object
e3b85ad6-6132-40d7-86f8-3cc5d44eb12c,One bedroom should be close to an accessible bathroom suitable for a wheelchair user.,{'ID': '100_UK_DocM_V1_AccessAndUseOfBuildings'},<e1>One</e1> <e2>bedroom</e2> should be close to an accessible bathroom suitable for a wheelchair user.,equal,value,object
e4fb8d18-8dbc-4351-a2df-d87f880f476a,The fire resistance time requirement for balconies is half that of the load-bearing structures of the storey.,{'ID': '90_Finnish_FireSafety'},The <e1>fire resistance time requirement</e1> for balconies is <e2>half</e2> that of the load-bearing structures of the storey.,equal,property,value
eeb4239f-3819-475c-ad20-756bed80c4ff,"In reference heat loss calculations, the value used as the annual efficiency of heat recovery from ventilation extract air of the buildings ventilation system shall be 55.",{'ID': '151_Finnish_EnergyEfficiency'},"In reference heat loss calculations, the value used as the <e1>annual efficiency of heat recovery from ventilation extract air</e1> of the buildings ventilation system shall be <e2>55</e2>.",equal,property,value
05fdde92-d8af-42ad-963b-9019c69a8ab3,"For a timber frame where the intermediate floor structure breaches the external wall insulation, further insulation of the same thickness as the insulation used in the external wall should be included within the depth of the intermediate floor structure.",{'ID': '163_UK_DocL_V1_ConsrvationOfFuelAndPower'},"For a timber frame where the intermediate floor structure breaches the external wall insulation, further insulation of the same <e1>thickness</e1> as the <e2>insulation</e2> used in the external wall should be included within the depth of the intermediate floor structure.",equal,property,object
09b2a395-5293-4b7d-82d4-5312482d59e9,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least 300mm away from any projecting corner.",{'ID': '46_UK_DocM_V1_AccessAndUseOfBuildings'},"Door entry controls, where provided, are mounted <e1>900-1000mm</e1> <e2>above</e2> finished ground level, and at least 300mm away from any projecting corner.",equal,value,property
