example_id,tagged_sentence,relation_type
302c413e-fefd-47f1-914f-0dc787e4a761_0,"Where <e1>fire compartmenting requirement</e1> on surfaces is greater than <e2>300 litres</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_1,"Where <e1>cross-sectional area</e1> on surfaces is greater than <e2>01:08:00</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_2,"Where <e1>height</e1> on surfaces is greater than <e2>EI 15</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_3,"Where <e1>load</e1> on surfaces is greater than <e2>230mm</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_4,"Where <e1>supports</e1> on surfaces is greater than <e2>EI 30</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_5,"Where <e1>level differences</e1> on surfaces is greater than <e2>0.15</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_6,"Where <e1>wide</e1> on surfaces is greater than <e2>0.055555556</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_7,"Where <e1>drop</e1> on surfaces is greater than <e2>850 millimetres</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_8,"Where <e1>reverberation time</e1> on surfaces is greater than <e2>4</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_9,"Where <e1>heat emission capacity</e1> on surfaces is greater than <e2>24 metres</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_10,"Where <e1>energy performance</e1> on surfaces is greater than <e2>25 decibels</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
302c413e-fefd-47f1-914f-0dc787e4a761_11,"Where <e1>air distribution</e1> on surfaces is greater than <e2>25W/m2</e2>, a difference in light reflectance value should be a minimum of 20 points.",greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_0,The area of windows and roof windows (but excluding display windows) <e1>located on the roof of the building</e1> exceeds <e2>between 550mm and 700mm</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_1,The area of windows and roof windows (but excluding display windows) <e1>practical</e1> exceeds <e2>off</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_2,The area of windows and roof windows (but excluding display windows) <e1>lockable in both horizontal and vertical sewers</e1> exceeds <e2>five</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_3,The area of windows and roof windows (but excluding display windows) <e1>suitable for their purpose</e1> exceeds <e2>10m</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_4,The area of windows and roof windows (but excluding display windows) <e1>not reasonable to achieve a step-free approach route to the principal private entrance</e1> exceeds <e2>three metres</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_5,The area of windows and roof windows (but excluding display windows) <e1>at its maximum openable angle</e1> exceeds <e2>4</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_6,The area of windows and roof windows (but excluding display windows) <e1>cleansed by water rinsing</e1> exceeds <e2>230mm</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_7,The area of windows and roof windows (but excluding display windows) <e1>same</e1> exceeds <e2>75 light source lumens per circuit-watt</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_8,"The area of windows and roof windows (but excluding display windows) <e1>protect persons operating, maintaining or altering the installations from fire or injury</e1> exceeds <e2>100 litres</e2> of the facade area.",greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_9,The area of windows and roof windows (but excluding display windows) <e1>Insulated</e1> exceeds <e2>two </e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_10,The area of windows and roof windows (but excluding display windows) <e1>commissioned to ensure that they produce as much electricity as is reasonable in the circumstances</e1> exceeds <e2>100</e2> of the facade area.,greater
35cacecf-06dc-4b0f-aadb-db2ee05518c7_11,"The area of windows and roof windows (but excluding display windows) <e1>located in a place where it is easy to install, read and service and where it cannot freeze</e1> exceeds <e2>55</e2> of the facade area.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_0,"In the absence of relevant harmonised European Standards, products with a <e1>cross fall</e1> exceeding <e2>650mm</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_1,"In the absence of relevant harmonised European Standards, products with a <e1>dwelling emission rate</e1> exceeding <e2>two years</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_2,"In the absence of relevant harmonised European Standards, products with a <e1>dimensions</e1> exceeding <e2>2.2 metres</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_3,"In the absence of relevant harmonised European Standards, products with a <e1>energy performance</e1> exceeding <e2>10 kN</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_4,"In the absence of relevant harmonised European Standards, products with a <e1>distance of the basement storey floor from the entry level</e1> exceeding <e2>190 kN</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_5,"In the absence of relevant harmonised European Standards, products with a <e1>part</e1> exceeding <e2>two persons per square metre</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_6,"In the absence of relevant harmonised European Standards, products with a <e1>cold side</e1> exceeding <e2>270 millimetres</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_7,"In the absence of relevant harmonised European Standards, products with a <e1>structure</e1> exceeding <e2>190  millimetres</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_8,"In the absence of relevant harmonised European Standards, products with a <e1>value</e1> exceeding <e2>150mm</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_9,"In the absence of relevant harmonised European Standards, products with a <e1>side edges</e1> exceeding <e2>10 litres per second per person</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_10,"In the absence of relevant harmonised European Standards, products with a <e1>domestic  hot  water cylinder heat loss</e1> exceeding <e2>0.1m2</e2> must have a product certificate issued by a Notified Body.",greater
4fc3b5b1-a838-4429-b385-d8e80e6633eb_11,"In the absence of relevant harmonised European Standards, products with a <e1>facade area</e1> exceeding <e2>20</e2> must have a product certificate issued by a Notified Body.",greater
50e89a86-e2be-439d-b230-79274cd7199b_0,Modular and portable buildings with a planned <e1>widened</e1> of more than <e2>0.3</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_1,Modular and portable buildings with a planned <e1>CO2 emission factor</e1> of more than <e2>1.3 seconds</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_2,Modular and portable buildings with a planned <e1>Moisture</e1> of more than <e2>2.4 metres</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_3,Modular and portable buildings with a planned <e1>standard thickness</e1> of more than <e2>E 15</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_4,Modular and portable buildings with a planned <e1>going</e1> of more than <e2>90</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_5,Modular and portable buildings with a planned <e1>level difference</e1> of more than <e2>0.7 metres</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_6,Modular and portable buildings with a planned <e1>room temperature</e1> of more than <e2>0.2</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_7,Modular and portable buildings with a planned <e1>shape</e1> of more than <e2>280mm</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_8,Modular and portable buildings with a planned <e1>domestic hot water circulation heat loss</e1> of more than <e2>3.3m</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_9,Modular and portable buildings with a planned <e1>fittings</e1> of more than <e2>24 degrees Celsius</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
50e89a86-e2be-439d-b230-79274cd7199b_10,Modular and portable buildings with a planned <e1>total flow rate</e1> of more than <e2>44mm</e2> at a single location should be shown to comply with the energy efficiency requirements.,greater
