example_id,tagged_sentence,relation_type
0da52584-1b37-48b5-840f-3795ae695275_5,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>0.05</e1> <e2>fire door</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_6,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>0.1m2</e1> <e2>window unit</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_7,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>0.35W/(m2K)</e1> <e2>residential unit</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_8,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>56 metres</e1> <e2>basement area</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_9,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>9 metres</e1> <e2>entrance</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_10,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>off</e1> <e2>water removal system</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_11,the minimum clear dimensions of the platform are: 1100mm wide and 1400mm deep where <e1>100</e1> <e2>non-domestic building</e2> are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_0,the minimum clear dimensions of the platform are: 1100mm wide and <e1>0.052083333</e1> <e2>thick</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_1,the minimum clear dimensions of the platform are: 1100mm wide and <e1>120</e1> <e2>ventilation provision</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_2,the minimum clear dimensions of the platform are: 1100mm wide and <e1>8 per cent (1:12.5)</e1> <e2>air extract rate</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_3,the minimum clear dimensions of the platform are: 1100mm wide and <e1>0.3</e1> <e2>average carbon monoxide concentration</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_4,the minimum clear dimensions of the platform are: 1100mm wide and <e1>70 kN</e1> <e2>constraints</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_5,the minimum clear dimensions of the platform are: 1100mm wide and <e1>65 degrees Celsius</e1> <e2>open outwards</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_6,"the minimum clear dimensions of the platform are: 1100mm wide and <e1>1,200 millimetres</e1> <e2>speed</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.",equal
0da52584-1b37-48b5-840f-3795ae695275_7,the minimum clear dimensions of the platform are: 1100mm wide and <e1>25 decibels</e1> <e2>boiler efficiency</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_8,the minimum clear dimensions of the platform are: 1100mm wide and <e1>0.7</e1> <e2>exceptional circumstances</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_9,the minimum clear dimensions of the platform are: 1100mm wide and <e1>0.05</e1> <e2>reception</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_10,the minimum clear dimensions of the platform are: 1100mm wide and <e1>90</e1> <e2>control function</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_11,the minimum clear dimensions of the platform are: 1100mm wide and <e1>twice the rise plus the going (2R G)</e1> <e2>condition</e2> where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_0,the minimum clear dimensions of the platform are: <e1>50 m2</e1> <e2>size</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_1,the minimum clear dimensions of the platform are: <e1>50mm</e1> <e2>fire load</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_2,"the minimum clear dimensions of the platform are: <e1>1,000 millimetres</e1> <e2>layers</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.",equal
0da52584-1b37-48b5-840f-3795ae695275_3,the minimum clear dimensions of the platform are: <e1>18 dm3/s</e1> <e2>intended time of use</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_4,the minimum clear dimensions of the platform are: <e1>adequate number</e1> <e2>frequency</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_5,the minimum clear dimensions of the platform are: <e1>50 m</e1> <e2>shape</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_6,"the minimum clear dimensions of the platform are: <e1>1,200 millimetres</e1> <e2>diameter</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.",equal
0da52584-1b37-48b5-840f-3795ae695275_7,the minimum clear dimensions of the platform are: <e1>m3/(hm2) at 50Pa</e1> <e2>continuity</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_8,the minimum clear dimensions of the platform are: <e1>850-1000mm</e1> <e2>total capital cost</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_9,the minimum clear dimensions of the platform are: <e1>0.7W/(m2K)</e1> <e2>maximum capacity</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_10,the minimum clear dimensions of the platform are: <e1>0.5 kN/m2</e1> <e2>time-lapse</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
0da52584-1b37-48b5-840f-3795ae695275_11,the minimum clear dimensions of the platform are: <e1>200 m2</e1> <e2>energy savings</e2> and 1400mm deep where two doors are located at 90Â° relative to each other and where the lifting platform is enclosed or where provision is being made for an accompanied wheelchair user.,equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_0,"When calculating the heat loss for a buildings design solution, the <e1>Level differences</e1> shall be used as the value of the <e2>target primary energy rate</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_1,"When calculating the heat loss for a buildings design solution, the <e1>either side</e1> shall be used as the value of the <e2>cross-sectional area</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_2,"When calculating the heat loss for a buildings design solution, the <e1>surface area</e1> shall be used as the value of the <e2>domestic hot water circulation heat loss</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_3,"When calculating the heat loss for a buildings design solution, the <e1>deep</e1> shall be used as the value of the <e2>clear width</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_4,"When calculating the heat loss for a buildings design solution, the <e1>power input from controls</e1> shall be used as the value of the <e2>manufacturers declared efficiencies</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_5,"When calculating the heat loss for a buildings design solution, the <e1>performance</e1> shall be used as the value of the <e2>Activation</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_6,"When calculating the heat loss for a buildings design solution, the <e1>sum total</e1> shall be used as the value of the <e2>atmosphere</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_7,"When calculating the heat loss for a buildings design solution, the <e1>part</e1> shall be used as the value of the <e2>measures</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_8,"When calculating the heat loss for a buildings design solution, the <e1>results</e1> shall be used as the value of the <e2>location</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_9,"When calculating the heat loss for a buildings design solution, the <e1>slope</e1> shall be used as the value of the <e2>feasibility of installing high-efficiency alternative systems</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_10,"When calculating the heat loss for a buildings design solution, the <e1>inaccuracies</e1> shall be used as the value of the <e2>number of wall ties per square metre</e2> for the building envelope.",equal
20518e80-6f7e-457f-8c5a-59fa4c0eb324_11,"When calculating the heat loss for a buildings design solution, the <e1>entrance level</e1> shall be used as the value of the <e2>allowance</e2> for the building envelope.",equal
208b093d-361f-4aec-819d-4abca4e72c68_0,"in an evacuation area where the <e1>constraints</e1> is <e2>four</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_1,"in an evacuation area where the <e1>total thickness</e1> is <e2>24 metres</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_2,"in an evacuation area where the <e1>power input from controls</e1> is <e2>270 millimetres</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_3,"in an evacuation area where the <e1>floor area</e1> is <e2>8.5m2</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_4,"in an evacuation area where the <e1>step</e1> is <e2>400mm</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_5,"in an evacuation area where the <e1>total supply air flow</e1> is <e2>250 millimetres</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_6,"in an evacuation area where the <e1>number of occupants</e1> is <e2>two</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_7,"in an evacuation area where the <e1>Manual control</e1> is <e2>300mm</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_8,"in an evacuation area where the <e1>steps</e1> is <e2>1.3 seconds</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_9,"in an evacuation area where the <e1>tie force</e1> is <e2>6mm</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_10,"in an evacuation area where the <e1>fire resistance time requirement</e1> is <e2>01:08:00</e2>, the second exit may be no less than 900 millimetres in width.",equal
208b093d-361f-4aec-819d-4abca4e72c68_11,"in an evacuation area where the <e1>exit</e1> is <e2>2m</e2>, the second exit may be no less than 900 millimetres in width.",equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_0,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>20C</e1> <e2>inaccuracies</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_1,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>200 Watts per room</e1> <e2>step</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_2,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>55 degrees Celsius</e1> <e2>thresholds</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_3,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>two</e1> <e2>design value</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_4,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>2.0 m3/(h m2)</e1> <e2>building emission rate</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_5,"NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>2,100 millimetres</e1> <e2>design flow rate</e2>.",equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_6,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>(16.66 8.33 V0.4)/(1000 24)</e1> <e2>habitable area</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_7,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>four</e1> <e2>fire igniting</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_8,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>200 m2</e1> <e2>either side</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_9,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>400-600mm</e1> <e2>storage capacity</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_10,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>500 millimetres</e1> <e2>diameter</e2>.,equal
2633c957-07b4-4caa-a9d6-5acbac16b0b0_11,NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and <e1>150m2</e1> <e2>open outwards</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_0,The normal relationship between the <e1>net heating energy demand</e1> of the rise and going is: <e2>0.3</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_1,The normal relationship between the <e1>load capacity</e1> of the rise and going is: <e2>21 C</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_2,The normal relationship between the <e1>number of storeys</e1> of the rise and going is: <e2>9mm</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_3,The normal relationship between the <e1>side edges</e1> of the rise and going is: <e2>50 m2</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_4,The normal relationship between the <e1>edges</e1> of the rise and going is: <e2>8 per cent (1:12.5)</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_5,The normal relationship between the <e1>number of appliances</e1> of the rise and going is: <e2>200 millimetres</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_6,The normal relationship between the <e1>ending</e1> of the rise and going is: <e2>0.35W/(m2K)</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_7,The normal relationship between the <e1>total capital cost</e1> of the rise and going is: <e2>270 millimetres</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_8,The normal relationship between the <e1>air flow</e1> of the rise and going is: <e2>15mm</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_9,The normal relationship between the <e1>dimension</e1> of the rise and going is: <e2>five</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_10,The normal relationship between the <e1>spread of fire</e1> of the rise and going is: <e2>0.136kgCO2/kWh</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_11,The normal relationship between the <e1>cost</e1> of the rise and going is: <e2>90</e2> equals between 550mm and 700mm.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_0,The normal relationship between the dimensions of the rise and going is: <e1>30% load</e1> equals <e2>15 degrees</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_1,The normal relationship between the dimensions of the rise and going is: <e1>800 millimetres</e1> equals <e2>16/01/2023 00:00</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_2,The normal relationship between the dimensions of the rise and going is: <e1>40</e1> equals <e2>450mm</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_3,The normal relationship between the dimensions of the rise and going is: <e1>3.3m</e1> equals <e2>3m</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_4,The normal relationship between the dimensions of the rise and going is: <e1>four</e1> equals <e2>1</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_5,The normal relationship between the dimensions of the rise and going is: <e1>proportion</e1> equals <e2>three metres</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_6,The normal relationship between the dimensions of the rise and going is: <e1>100</e1> equals <e2>three</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_7,"The normal relationship between the dimensions of the rise and going is: <e1>1,200 MJ/m2</e1> equals <e2>40 degrees Celsius</e2>.",equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_8,The normal relationship between the dimensions of the rise and going is: <e1>200 lux</e1> equals <e2>400 millimetres</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_9,The normal relationship between the dimensions of the rise and going is: <e1>3</e1> equals <e2>20 points</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_10,The normal relationship between the dimensions of the rise and going is: <e1>B</e1> equals <e2>60</e2>.,equal
2afa8bba-b5ad-4e12-bc27-4beea3fd09b2_11,The normal relationship between the dimensions of the rise and going is: <e1>150m2</e1> equals <e2>25</e2>.,equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_0,"There should be a <e1>buried part</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>proportion</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_1,"There should be a <e1>Their</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>2.4 metres</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_2,"There should be a <e1>Test data</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>30m2</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_3,"There should be a <e1>steps</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>25 decibels</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_4,"There should be a <e1>screed floors</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>50 m</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_5,"There should be a <e1>motor</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>600 x 600 millimetres</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_6,"There should be a <e1>swimming pools</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>0.136kgCO2/kWh</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_7,"There should be a <e1>Provision</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>400kg</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_8,"There should be a <e1>lift</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>1,500  millimetres</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_9,"There should be a <e1>data collection facilities</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>0.15 dm3/s per m2</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_10,"There should be a <e1>space heating or airconditioning system</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>35 mg/m3 (30 ppm)</e2>.",equal
2cc3d5b0-d3b4-45f2-a00d-838fd3f9abbb_11,"There should be a <e1>common space</e1>, in the absence of tobacco smoke or other excessive pollutants, of <e2>1800mm</e2>.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_0,"Extract air of <e1>design solar load</e1> <e2>1.501kWhPE/kWh</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_1,"Extract air of <e1>service life</e1> <e2>0.3W/m2</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_2,"Extract air of <e1>impact</e1> <e2>three</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_3,"Extract air of <e1>type and quality</e1> <e2>two persons per square metre</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_4,"Extract air of <e1>total floor area</e1> <e2>0.9 metres</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_5,"Extract air of <e1>limits</e1> <e2>50mm</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_6,"Extract air of <e1>installed generation capacity</e1> <e2>500kW</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_7,"Extract air of <e1>size</e1> <e2>30m2</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_8,"Extract air of <e1>distance of the basement storey floor from the entry level</e1> <e2>2.4m</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_9,"Extract air of <e1>full width</e1> <e2>6m</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_10,"Extract air of <e1>fire compartmenting requirement</e1> <e2>1,200 MJ/m2</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_11,"Extract air of <e1>SEER</e1> <e2>1m2</e2>, 3 and 4 shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_0,"Extract air of <e1>compensating measures</e1> 2, 3 and <e2>35 mg/m3 (30 ppm)</e2> shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_1,"Extract air of <e1>flow rate</e1> 2, 3 and <e2>half a metre</e2> shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_2,"Extract air of <e1>habitable area</e1> 2, 3 and <e2>13l/s</e2> shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_3,"Extract air of <e1>flushing</e1> 2, 3 and <e2>25mm</e2> shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_4,"Extract air of <e1>above</e1> 2, 3 and <e2>40 degrees Celsius</e2> shall not be used as recirculation air.",equal
2f8d4247-e53b-49ae-bd26-c4f1765eaee8_5,"Extract air of <e1>design solar load</e1> 2, 3 and <e2>24 degrees Celsius</e2> shall not be used as recirculation air.",equal
