example_id,tagged_sentence,relation_type
0096a3bf-ac16-4a75-adf9-8c3f4a9b8610_11,The smaller <e1>presence</e1> of each panel which can be either the width or height of the panel should be <e2>B</e2> or less.,less-equal
01008f69-874b-443e-bcb2-2f5630280049_0,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>from the top and bottom corners of the door</e1> may be no more than <e2>1,500 millimetres</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_1,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>U-value</e1> may be no more than <e2>90</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_2,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>parasitic energy use</e1> may be no more than <e2>500kW</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_3,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>indoor and outdoor conditions</e1> may be no more than <e2>35 mg/m3 (30 ppm)</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_4,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>thick</e1> may be no more than <e2>15 degrees</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_5,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>open outwards</e1> may be no more than <e2>250 millimetres</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_6,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>air tightness</e1> may be no more than <e2>1,200 MJ/m2</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_7,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>standards</e1> may be no more than <e2>between 550mm and 700mm</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_8,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>entrance level</e1> may be no more than <e2>120</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_9,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>dimension</e1> may be no more than <e2>ten millimetres</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_10,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>air flow resistance</e1> may be no more than <e2>18 dm3/s</e2> and the tread must be no less than 220 millimetres.",less-equal
01008f69-874b-443e-bcb2-2f5630280049_11,"If stairs are used only as an emergency exit and if they lead to spaces in a dwelling or accommodation facility other than those that are necessary for living, the <e1>Extract</e1> may be no more than <e2>150m2</e2> and the tread must be no less than 220 millimetres.",less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_0,The <e1>facade area</e1> of the extension does not exceed <e2>32mm</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_1,The <e1>thermal integrity</e1> of the extension does not exceed <e2>5m</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_2,The <e1>SEER</e1> of the extension does not exceed <e2>adequate number</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_3,The <e1>termination points</e1> of the extension does not exceed <e2>2</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_4,The <e1>total minimum width</e1> of the extension does not exceed <e2>600kg/m3</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_5,The <e1>room temperature</e1> of the extension does not exceed <e2>off</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_6,The <e1>energy efficiency measures</e1> of the extension does not exceed <e2>two years</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_7,"The <e1>one-hour  A-weighted  equivalent continuous sound level of impulsive, narrow-band or low-frequency noise</e1> of the extension does not exceed <e2>0.3</e2>.",less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_8,The <e1>spread of fire</e1> of the extension does not exceed <e2>25 decibels</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_9,The <e1>continuity</e1> of the extension does not exceed <e2>10</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_10,The <e1>exceptional circumstances</e1> of the extension does not exceed <e2>01:08:00</e2>.,less-equal
0a7ff0c7-c5f9-4069-9d7e-2bfd6c4871d3_11,The <e1>sizes</e1> of the extension does not exceed <e2>65mm</e2>.,less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_0,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>20 degrees Celsius</e1> of non-fire-compartmented <e2>energy savings</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_1,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>20 points</e1> of non-fire-compartmented <e2>fixings</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_2,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>ten millimetres</e1> of non-fire-compartmented <e2>Skirtings</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_3,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>900mm</e1> of non-fire-compartmented <e2>Linear interpolation</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_4,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>90</e1> of non-fire-compartmented <e2>Rooms</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_5,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>55</e1> of non-fire-compartmented <e2>fire compartment</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_6,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>3.3m</e1> of non-fire-compartmented <e2>light well</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_7,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>2.0 m3/(h m2)</e1> of non-fire-compartmented <e2>basement storeys</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_8,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>one metre</e1> of non-fire-compartmented <e2>water meters</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_9,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>1,500  millimetres</e1> of non-fire-compartmented <e2>Provision</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_10,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>15mm</e1> of non-fire-compartmented <e2>data collection facilities</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
0aaf71f0-a482-4a72-a407-0d6db79c7f6f_11,"In a building consisting primarily of one storey, no more than 200 m2 of fire-compartmented and no more than <e1>65mm</e1> of non-fire-compartmented <e2>rooms</e2> that essentially relate to the business of the building may be located on the level of second storey.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_0,"In an open garage of no more than <e1>20 degrees Celsius</e1> <e2>lighting</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_1,"In an open garage of no more than <e1>0.136kgCO2/kWh</e1> <e2>door or gate</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_2,"In an open garage of no more than <e1>6m</e1> <e2>Gasfired boilers</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_3,"In an open garage of no more than <e1>3</e1> <e2>appliance</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_4,"In an open garage of no more than <e1>40</e1> <e2>sheathing board</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_5,"In an open garage of no more than <e1>two</e1> <e2>walls</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_6,"In an open garage of no more than <e1>0.7W/(m2K)</e1> <e2>fans (including cooker hoods, where they extract to the outside)</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_7,"In an open garage of no more than <e1>600 x 600 millimetres</e1> <e2>free area</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_8,"In an open garage of no more than <e1>900-1000mm</e1> <e2>test data</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_9,"In an open garage of no more than <e1>two </e1> <e2>crawl space</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_10,"In an open garage of no more than <e1>100 litres</e1> <e2>bath</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
103f99ad-884b-4bae-9f22-ccb1c5bc3d26_11,"In an open garage of no more than <e1>20C</e1> <e2>controls</e2>, the maximum area may be used as the surface area of the storeys, even though the driveways between the various storeys are combined.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_0,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>vicinity</e1> of the heat emitters to be installed does not exceed <e2>850 millimetres</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_1,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>cold side</e1> of the heat emitters to be installed does not exceed <e2>24 metres</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_2,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>installed generation capacity</e1> of the heat emitters to be installed does not exceed <e2>1,200 MJ/m2</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_3,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>maximum number of occupants</e1> of the heat emitters to be installed does not exceed <e2>EI 30</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_4,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>internal temperature</e1> of the heat emitters to be installed does not exceed <e2>0.15m/s</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_5,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>extract air categories</e1> of the heat emitters to be installed does not exceed <e2>15 degrees</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_6,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>Activation</e1> of the heat emitters to be installed does not exceed <e2>8.5m2</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_7,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>supports</e1> of the heat emitters to be installed does not exceed <e2>180 millimetres</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_8,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>design flow rate</e1> of the heat emitters to be installed does not exceed <e2>500 millimetres</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_9,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>manufacturers declared efficiencies</e1> of the heat emitters to be installed does not exceed <e2>1.501kWhPE/kWh</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_10,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>air-tightness</e1> of the heat emitters to be installed does not exceed <e2>18 dm3/s</e2>.",less-equal
1913381b-a2cc-496e-9168-82ccf2a01d50_11,"In connection with repair and alteration work, the heat emitters connected to the domestic hot water ring duct may be replaced so that the <e1>going</e1> of the heat emitters to be installed does not exceed <e2>24 degrees Celsius</e2>.",less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_0,Skirtings totalling up to <e1>0.9 metres</e1> <e2>free gap</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_1,Skirtings totalling up to <e1>13l/s</e1> <e2>Control</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_2,Skirtings totalling up to <e1>180kW</e1> <e2>target primary energy rate</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_3,Skirtings totalling up to <e1>1800mm</e1> <e2>total cost</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_4,Skirtings totalling up to <e1>65mm</e1> <e2>inner surfaces</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_5,Skirtings totalling up to <e1>six metres</e1> <e2>average carbon monoxide concentration</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_6,Skirtings totalling up to <e1>450mm</e1> <e2>Ventilation</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_7,Skirtings totalling up to <e1>20 degrees Celsius</e1> <e2>distance</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_8,Skirtings totalling up to <e1>0.05</e1> <e2>atmosphere</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_9,Skirtings totalling up to <e1>8 per cent (1:12.5)</e1> <e2>differences</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_10,"Skirtings totalling up to <e1>2,100 millimetres</e1> <e2>vertical spacing</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.",less-equal
1e3d8e3a-93fd-47e2-833e-d7f36c901c77_11,Skirtings totalling up to <e1>15 degrees</e1> <e2>shallow projecting</e2> and shallow projecting ducts or casings above 1800mm may be discounted when measuring clear width.,less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_0,"The <e1>dimensions</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>0.5 kN/m2</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_1,"The <e1>primary energy factor</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>0.3</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_2,"The <e1>control capabilities</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>0.7W/(m2K)</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_3,"The <e1>U-value</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>220 millimetres</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_4,"The <e1>air tightness</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>18 dm3/s</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_5,"The <e1>minimum value</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>EI 15</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_6,"The <e1>internal temperature</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>600 x 600 millimetres</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_7,"The <e1>facade area</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>100</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_8,"The <e1>heat</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>10 kN</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_9,"The <e1>intended purpose</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>800 millimetres</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_10,"The <e1>stairs</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>32mm</e2>, and the tread must be no less than 250 millimetres.",less-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_11,"The <e1>air flow rates</e1> of the indoor steps of dwelling units and living quarters may be no more than <e2>0.05</e2>, and the tread must be no less than 250 millimetres.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_0,"the vertical <e1>constraints</e1> is: a. not more than <e2>1800mm</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_1,"the vertical <e1>steps</e1> is: a. not more than <e2>EI 30</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_2,"the vertical <e1>gradients</e1> is: a. not more than <e2>four</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_3,"the vertical <e1>total supply air flow</e1> is: a. not more than <e2>14 metres</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_4,"the vertical <e1>rise</e1> is: a. not more than <e2>one per 100m2</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_5,"the vertical <e1>efficiencies</e1> is: a. not more than <e2>180kW</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_6,"the vertical <e1>calculations</e1> is: a. not more than <e2>2</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_7,"the vertical <e1>total cost</e1> is: a. not more than <e2>1.3 seconds</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_8,"the vertical <e1>axle group load</e1> is: a. not more than <e2>400kg</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_9,"the vertical <e1>internal temperature</e1> is: a. not more than <e2>60 persons</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_10,"the vertical <e1>integrity</e1> is: a. not more than <e2>60</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2f815a08-db3c-48a6-b248-d69aeac870ee_11,"the vertical <e1>anthracite figure</e1> is: a. not more than <e2>0.3</e2>, where there is no liftway enclosure and no floor penetration; b. more than 2m, where there is a liftway enclosure.",less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_0,An upstand built on site should not exceed a <e1>power requirements</e1> of <e2>130 millimetres</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_1,An upstand built on site should not exceed a <e1>domestic  hot  water cylinder heat loss</e1> of <e2>15mm</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_2,An upstand built on site should not exceed a <e1>value</e1> of <e2>1</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_3,An upstand built on site should not exceed a <e1>total extract air flow</e1> of <e2>25 decibels</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_4,An upstand built on site should not exceed a <e1>pressures</e1> of <e2>100</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_5,An upstand built on site should not exceed a <e1>total supply air flow</e1> of <e2>0.05</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_6,An upstand built on site should not exceed a <e1>building primary energy rate</e1> of <e2>400-600mm</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_7,An upstand built on site should not exceed a <e1>gradient</e1> of <e2>0.15</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_8,An upstand built on site should not exceed a <e1>energy efficiency</e1> of <e2>0.3</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_9,An upstand built on site should not exceed a <e1>annual efficiency of heat recovery from ventilation extract air</e1> of <e2>1m3/s</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_10,An upstand built on site should not exceed a <e1>Level differences</e1> of <e2>0.055555556</e2>.,less-equal
2fad9e0f-fa0d-4a6b-9c63-152ef8828c4d_11,"An upstand built on site should not exceed a <e1>instantaneous carbon monoxide concentration</e1> of <e2>1,200 MJ/m2</e2>.",less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_0,the <e1>length</e1> of the platform does not exceed <e2>4</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_1,"the <e1>depth</e1> of the platform does not exceed <e2>1,200 millimetres</e2>.",less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_2,the <e1>breaking</e1> of the platform does not exceed <e2>20 points</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_3,the <e1>drop</e1> of the platform does not exceed <e2>0.8 metres</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_4,the <e1>fire performance</e1> of the platform does not exceed <e2>A</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_5,the <e1>number of occupants</e1> of the platform does not exceed <e2>35 mg/m3 (30 ppm)</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_6,the <e1>indoor and outdoor conditions</e1> of the platform does not exceed <e2>200 m2</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_7,the <e1>installation</e1> of the platform does not exceed <e2>190 kN</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_8,the <e1>total extract air flow</e1> of the platform does not exceed <e2>2m</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_9,the <e1>total capital cost</e1> of the platform does not exceed <e2>300mm</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_10,the <e1>results</e1> of the platform does not exceed <e2>E</e2>.,less-equal
36650de0-ef3c-4fd1-8199-f47c0e576076_11,"the <e1>patterns</e1> of the platform does not exceed <e2>1,500 millimetres</e2>.",less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_0,The <e1>elevation difference</e1> of openings in the newly created dwelling should not be more than <e2>10m</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_1,The <e1>selection</e1> of openings in the newly created dwelling should not be more than <e2>six metres</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_2,The <e1>ending</e1> of openings in the newly created dwelling should not be more than <e2>120</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_3,The <e1>emission rate</e1> of openings in the newly created dwelling should not be more than <e2>150m2</e2> of the total floor area.,less-equal
38cd3221-7fc9-4462-be20-78b16a4309d3_4,"The <e1>energy efficiency</e1> of openings in the newly created dwelling should not be more than <e2>1,200 millimetres</e2> of the total floor area.",less-equal
