example_id,tagged_sentence,relation_type
09b2a395-5293-4b7d-82d4-5312482d59e9_0,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>EI 30</e1> <e2>Moisture</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_1,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>1,200 millimetres</e1> <e2>structure</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_10,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>20 points</e1> <e2>total load</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_11,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>180kW</e1> <e2>headroom</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_2,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>(16.66 8.33 V0.4)/(1000 24)</e1> <e2>part</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_3,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>0.35W/(m2K)</e1> <e2>density</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_4,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>600mm</e1> <e2>means</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_5,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>0.15m/s</e1> <e2>flushing</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_6,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>900 millimetres</e1> <e2>output</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_7,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>200 lux</e1> <e2>constraints</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_8,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>900mm</e1> <e2>building emission rate</e2> from any projecting corner.",greater-equal
09b2a395-5293-4b7d-82d4-5312482d59e9_9,"Door entry controls, where provided, are mounted 900-1000mm above finished ground level, and at least <e1>01:08:00</e1> <e2>topography</e2> from any projecting corner.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_0,"The width of an exit must be at least 1,200 millimetres and its free <e1>load capacity</e1> must be at least <e2>1.3 seconds</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_0,"The <e1>thresholds</e1> of an exit must be at least <e2>16/01/2023 00:00</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_1,"The width of an exit must be at least 1,200 millimetres and its free <e1>shallow projecting</e1> must be at least <e2>five</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_1,"The <e1>total supply air flow</e1> of an exit must be at least <e2>9mm</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_10,"The <e1>speed</e1> of an exit must be at least <e2>10m</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_10,"The width of an exit must be at least 1,200 millimetres and its free <e1>protective part</e1> must be at least <e2>900 millimetres</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_11,"The <e1>reference value</e1> of an exit must be at least <e2>0.9 metres</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_11,"The width of an exit must be at least 1,200 millimetres and its free <e1>air flow rates</e1> must be at least <e2>0.07</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_2,"The <e1>energy savings</e1> of an exit must be at least <e2>2.5 ties/m2</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_2,"The width of an exit must be at least 1,200 millimetres and its free <e1>energy efficiency measures</e1> must be at least <e2>1,000 millimetres</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_3,"The width of an exit must be at least 1,200 millimetres and its free <e1>primary energy</e1> must be at least <e2>01:20:00</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_3,"The <e1>sales counter</e1> of an exit must be at least <e2>6m</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_4,"The width of an exit must be at least 1,200 millimetres and its free <e1>standard thickness</e1> must be at least <e2>0.8 metres</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_4,"The <e1>dimensions</e1> of an exit must be at least <e2>65 degrees Celsius</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_5,"The <e1>number of wall ties per square metre</e1> of an exit must be at least <e2>twice the rise plus the going (2R G)</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_5,"The width of an exit must be at least 1,200 millimetres and its free <e1>thresholds</e1> must be at least <e2>1400mm</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_6,"The <e1>heat loss</e1> of an exit must be at least <e2>four</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_6,"The width of an exit must be at least 1,200 millimetres and its free <e1>energy  consumption</e1> must be at least <e2>1</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_7,"The width of an exit must be at least 1,200 millimetres and its free <e1>building primary energy rate</e1> must be at least <e2>300 litres</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_7,"The <e1>riser</e1> of an exit must be at least <e2>650mm</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_8,"The <e1>U-value</e1> of an exit must be at least <e2>(16.66 8.33 V0.4)/(1000 24)</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_8,"The width of an exit must be at least 1,200 millimetres and its free <e1>sizes</e1> must be at least <e2>10 kN</e2>.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_9,"The <e1>domestic hot water circulation heat loss</e1> of an exit must be at least <e2>400mm</e2> and its free height must be at least 2,100 millimetres.",greater-equal
0ea1e862-2434-4fc8-97a2-b076c992ef20_9,"The width of an exit must be at least 1,200 millimetres and its free <e1>locations</e1> must be at least <e2>0.5 kN/m2</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_0,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>two </e1> <e2>reception</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_1,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>0.15</e1> <e2>location</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_10,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>2.4 metres</e1> <e2>net absorber area</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_11,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>0.9 metres</e1> <e2>instantaneous carbon monoxide concentration</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_2,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>200 m2</e1> <e2>natural light</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_3,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>300 millimetres</e1> <e2>vicinity</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_4,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>100 millimetres</e1> <e2>total supply air flow</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_5,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>0.7 metres</e1> <e2>pitch</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_6,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>25mm</e1> <e2>protection</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_7,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>between 550mm and 700mm</e1> <e2>total floor area</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_8,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>65 degrees Celsius</e1> <e2>drop</e2>.",greater-equal
0f67dad7-6df9-444b-8e72-f447668e3fde_9,"Where sanitary facilities are wheelchair accessible, WC pans should be a minimum of <e1>25 decibels</e1> <e2>calculation of primary energy and CO2 emissions</e2>.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_0,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>two years</e1> of the following <e2>prevailing wind direction</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_1,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>70 kN</e1> of the following <e2>target emission rate</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_10,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>2m</e1> of the following <e2>supports</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_11,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>44mm</e1> of the following <e2>sections</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_2,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>7 mg/m3 (6 ppm)</e1> of the following <e2>manufacturers declared efficiencies</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_3,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>40 degrees Celsius</e1> of the following <e2>spread of fire</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_4,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>certain proportion</e1> of the following <e2>Unit length</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_5,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>twice the rise plus the going (2R G)</e1> of the following <e2>cold side</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_6,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>1,500  millimetres</e1> of the following <e2>both sides</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_7,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>1,200 millimetres</e1> of the following <e2>axle group load</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_8,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>0.9 metres</e1> of the following <e2>target primary energy rate</e2>, appropriate to the system, should be installed.",greater-equal
113b8bf8-1856-45f5-a54b-d65ef100b437_9,"If a gas-fired combination boiler is installed in an existing dwelling, at least <e1>300 litres</e1> of the following <e2>facade area</e2>, appropriate to the system, should be installed.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_0,"In general, the findings indicate that there should be at least the same number of <e1>ventilation systems</e1> as <e2>Spaces</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_1,"In general, the findings indicate that there should be at least the same number of <e1>wall-to-floor junctions</e1> as <e2>perimeter insulation</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_10,"In general, the findings indicate that there should be at least the same number of <e1>water removal system</e1> as <e2>gained via an interconnecting doorset from the garage</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_11,"In general, the findings indicate that there should be at least the same number of <e1>Their</e1> as <e2>fittings</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_2,"In general, the findings indicate that there should be at least the same number of <e1>recreation areas</e1> as <e2>induction loop</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_3,"In general, the findings indicate that there should be at least the same number of <e1>day-care institutions</e1> as <e2>boiler interlock</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_4,"In general, the findings indicate that there should be at least the same number of <e1>exterior wall</e1> as <e2>manifolds</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_5,"In general, the findings indicate that there should be at least the same number of <e1>Drawings</e1> as <e2>open-plan space</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_6,"In general, the findings indicate that there should be at least the same number of <e1>Extinguishing routes</e1> as <e2>photovoltaic array</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_7,"In general, the findings indicate that there should be at least the same number of <e1>Gangways</e1> as <e2>emergency exits</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_8,"In general, the findings indicate that there should be at least the same number of <e1>Calibration</e1> as <e2>space</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
164122ed-c7ac-4cf8-8a54-3d56c144f78d_9,"In general, the findings indicate that there should be at least the same number of <e1>heating technology</e1> as <e2>fire-extinguishing system</e2> and for some building types, e.g. large retail buildings, at least twice as many.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_0,"The handle to at least <e1>two years</e1> <e2>Rigid connectors</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_1,"The handle to at least <e1>2.4m</e1> <e2>central heating</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_10,"The handle to at least <e1>between 550mm and 700mm</e1> <e2>sanitary accommodation</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_11,"The handle to at least <e1>300mm</e1> <e2>Boards</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_2,"The handle to at least <e1>1.501kWhPE/kWh</e1> <e2>building owner</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_3,"The handle to at least <e1>650mm</e1> <e2>gaps</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_4,"The handle to at least <e1>1,500 millimetres</e1> <e2>airleakage gaps</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_5,"The handle to at least <e1>200 lux</e1> <e2>enduse categories</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_6,"The handle to at least <e1>55</e1> <e2>morticed bolts</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_7,"The handle to at least <e1>30</e1> <e2>driveways</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_8,"The handle to at least <e1>A</e1> <e2>Areas</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
19478a13-7457-4dd3-a394-744f826db7b0_9,"The handle to at least <e1>60</e1> <e2>air flow</e2> in the principal living area is 700-1000mm above floor level, unless fitted with a remote opening device that is within this height range.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_0,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>intended time of use</e1> must be no less than <e2>900 millimetres</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_1,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>performance standards</e1> must be no less than <e2>E</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_10,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>inner surfaces</e1> must be no less than <e2>500kW</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_11,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>annual efficiency of heat recovery from ventilation extract air</e1> must be no less than <e2>10 kN</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_2,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>heat</e1> must be no less than <e2>400kg</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_3,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>ventilation rate</e1> must be no less than <e2>A</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_4,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>vertical spacing</e1> must be no less than <e2>100 millimetres</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_5,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>sizes</e1> must be no less than <e2>0.3</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_6,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>depth</e1> must be no less than <e2>220 millimetres</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_7,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>widened</e1> must be no less than <e2>160 millimetres</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_8,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>design solar load</e1> must be no less than <e2>400 millimetres</e2>.",greater-equal
203faa23-7b71-47c9-a6e5-2333ac45389e_9,"The riser of the indoor steps of dwelling units and living quarters may be no more than 190 millimetres, and the <e1>feasibility of installing high-efficiency alternative systems</e1> must be no less than <e2>1,500 millimetres</e2>.",greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_0,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>reference value</e1> <e2>400mm</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_1,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>either side</e1> <e2>3m</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_10,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>target fabric energy efficiency rate</e1> <e2>30% load</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_11,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>number of storeys</e1> <e2>180 millimetres</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_2,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>total load</e1> <e2>300 litres</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_3,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>insulating performance</e1> <e2>28 metres</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_4,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>dwelling fabric energy efficiency rate</e1> <e2>01:20:00</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_5,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>vicinity</e1> <e2>6mm</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_6,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>rise between landings</e1> <e2>100</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_7,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>height</e1> <e2>4</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_8,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>fittings</e1> <e2>20</e2>.,greater-equal
29232335-402c-4ed9-af74-fd093ac22e28_9,The natural or mechanical ventilation system of a building shall be strong and its air-tightness shall be at least <e1>presence</e1> <e2>50mm</e2>.,greater-equal
2a256a9c-0b8a-4acf-87e1-86a5857f36a3_0,"Where a driveway forms all, or part of, the approach route, an <e1>set with the terminal fully open</e1> of at least <e2>half a metre</e2> wide should be provided so that a wheelchair user can pass a parked car.",greater-equal
2a256a9c-0b8a-4acf-87e1-86a5857f36a3_1,"Where a driveway forms all, or part of, the approach route, an <e1>fire and smoke-proof</e1> of at least <e2>2.4m</e2> wide should be provided so that a wheelchair user can pass a parked car.",greater-equal
