id,text,text-fixed
66_UK_UK_Approved_Document_B_vol_1,A door between the rooms should provide access to the window without passing through the stair enclosure.,A door between the rooms should provide access to the window without passing through the stair enclosure.
67_UK_UK_Approved_Document_B_vol_1,Both rooms should have their own access to the internal stair.,Both rooms should have their own access to the internal stair.
69_UK_UK_Approved_Document_B_vol_1,Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6.,Dwellinghouses with one internal stair should comply with paragraphs 2.5 and 2.6.
70_UK_UK_Approved_Document_B_vol_1,"In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape.","In dwellinghouses with more than one stair, the stairs should provide effective alternative means of escape."
71_UK_UK_Approved_Document_B_vol_1,The stairs should be physically separated by either of the following.,The stairs should be physically separated by either of the following.
72_UK_UK_Approved_Document_B_vol_1,Fire resisting construction (minimum REI 30).,Fire resisting construction (minimum REI 30).
73_UK_UK_Approved_Document_B_vol_1,More than one room.,More than one room.
75_UK_UK_Approved_Document_B_vol_1,See Diagram 2.1c.,See Diagram 2.1c.
76_UK_UK_Approved_Document_B_vol_1,The dwellinghouse should have either of the following.,The dwellinghouse should have either of the following.
77_UK_UK_Approved_Document_B_vol_1,"Protected stairway – a stair separated by fire resisting construction (minimum REI 30) at all storeys, that complies with one of the following.","Protected stairway – a stair separated by fire resisting construction (minimum REI 30) at all storeys, that complies with one of the following."
78_UK_UK_Approved_Document_B_vol_1,Extends to a final exit (Diagram 2.2a).,Extends to a final exit (Diagram 2.2a).
79_UK_UK_Approved_Document_B_vol_1,Gives access to a minimum of two ground level final exits that are separated from each other by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20) (Diagram 2.2b).,Gives access to a minimum of two ground level final exits that are separated from each other by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20) (Diagram 2.2b).
80_UK_UK_Approved_Document_B_vol_1,Cavity barriers or a fire resisting ceiling (minimum EI 30) should be provided above a protected stairway enclosure (Diagram 2.3).,Cavity barriers or a fire resisting ceiling (minimum EI 30) should be provided above a protected stairway enclosure (Diagram 2.3).
84_UK_UK_Approved_Document_B_vol_1,Alternative escape route – a top storey separated from lower storeys by fire resisting construction (minimum REI 30) and with an alternative escape route leading to its own final exit.,Alternative escape route – a top storey separated from lower storeys by fire resisting construction (minimum REI 30) and with an alternative escape route leading to its own final exit.
88_UK_UK_Approved_Document_B_vol_1,Escape via entrance hall.,Escape via entrance hall.
90_UK_UK_Approved_Document_B_vol_1,escape windows or doors.,Inner rooms provided with escape windows or doors.
95_UK_UK_Approved_Document_B_vol_1,Escape via protected stairway.,Escape via protected stairway.
96_UK_UK_Approved_Document_B_vol_1,No inner rooms allowed.,No inner rooms allowed.
97_UK_UK_Approved_Document_B_vol_1,Escape via protected stairway.,Escape via protected stairway.
103_UK_UK_Approved_Document_B_vol_1,Escape via entrance hall.,Escape via entrance hall.
105_UK_UK_Approved_Document_B_vol_1,escape windows or doors.,Inner rooms provided with escape windows or doors.
121_UK_UK_Approved_Document_B_vol_1,and escape windows.,Escape via stair and escape windows.
123_UK_UK_Approved_Document_B_vol_1,a protected stairway.,Alternatively provide a protected stairway.
124_UK_UK_Approved_Document_B_vol_1,Escape via entrance hall.,Escape via entrance hall.
126_UK_UK_Approved_Document_B_vol_1,escape windows or doors.,Inner rooms provided with escape windows or doors.
131_UK_UK_Approved_Document_B_vol_1,Escape via protected stairway.,Escape via protected stairway.
133_UK_UK_Approved_Document_B_vol_1,route or sprinklers.,Provide alternative escape route or sprinklers.
134_UK_UK_Approved_Document_B_vol_1,No inner rooms allowed.,No inner rooms allowed.
135_UK_UK_Approved_Document_B_vol_1,Escape via protected stairway.,Escape via protected stairway.
136_UK_UK_Approved_Document_B_vol_1,No inner rooms allowed.,No inner rooms allowed.
137_UK_UK_Approved_Document_B_vol_1,Escape via protected stairway.,Escape via protected stairway.
140_UK_UK_Approved_Document_B_vol_1,Escape via entrance hall.,Escape via entrance hall.
142_UK_UK_Approved_Document_B_vol_1,escape windows or doors.,Inner rooms provided with escape windows or doors.
151_UK_UK_Approved_Document_B_vol_1,Note: This diagram must be read in conjunction with all of the relevant guidance given in section 2.,Note: This diagram must be read in conjunction with all of the relevant guidance given in section 2.
209_UK_UK_Approved_Document_B_vol_1,See Diagram 2.1d.,See Diagram 2.1d.
210_UK_UK_Approved_Document_B_vol_1,"In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following.","In addition to meeting the provisions in paragraph 2.5, the dwellinghouse should comply with either of the following."
211_UK_UK_Approved_Document_B_vol_1,Provide an alternative escape route from each storey more than 7.5m above ground level.,Provide an alternative escape route from each storey more than 7.5m above ground level.
212_UK_UK_Approved_Document_B_vol_1,"At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following.","At the first storey above 7.5m, the protected stairway should be separated from the lower storeys by fire resisting construction (minimum REI 30) if the alternative escape route is accessed via either of the following."
213_UK_UK_Approved_Document_B_vol_1,The protected stairway to an upper storey.,The protected stairway to an upper storey.
214_UK_UK_Approved_Document_B_vol_1,A landing within the protected stairway enclosure to an alternative escape route on the same storey.,A landing within the protected stairway enclosure to an alternative escape route on the same storey.
215_UK_UK_Approved_Document_B_vol_1,The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4).,The protected stairway at or about 7.5m above ground level should be separated from the lower storeys or levels by fire resisting construction (see Diagram 2.4).
216_UK_UK_Approved_Document_B_vol_1,"Provide a sprinkler system throughout, designed and installed in accordance with BS 9251.","Provide a sprinkler system throughout, designed and installed in accordance with BS 9251."
240_UK_UK_Approved_Document_B_vol_1,A passenger lift serving any storey more than 4.5m above ground level should be in either of the following.,A passenger lift serving any storey more than 4.5m above ground level should be in either of the following.
241_UK_UK_Approved_Document_B_vol_1,"The enclosure to the protected stairway, as described in paragraph 2.5.","The enclosure to the protected stairway, as described in paragraph 2.5."
242_UK_UK_Approved_Document_B_vol_1,A fire resisting lift shaft (minimum REI 30).,A fire resisting lift shaft (minimum REI 30).
244_UK_UK_Approved_Document_B_vol_1,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.,Air circulation systems which circulate air within an individual dwellinghouse with a floor more than 4.5m above ground level should meet the guidance given in paragraph 2.9.
245_UK_UK_Approved_Document_B_vol_1,All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway.,All of the following precautions should be taken to avoid the spread of smoke and fire to the protected stairway.
246_UK_UK_Approved_Document_B_vol_1,"Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure.","Transfer grilles should not be fitted in any wall, door, floor or ceiling of the stair enclosure."
247_UK_UK_Approved_Document_B_vol_1,Any duct passing through the stair enclosure should be rigid steel.,Any duct passing through the stair enclosure should be rigid steel.
248_UK_UK_Approved_Document_B_vol_1,Joints between the ductwork and stair enclosure should be fire-stopped.,Joints between the ductwork and stair enclosure should be fire-stopped.
249_UK_UK_Approved_Document_B_vol_1,Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well.,Ventilation ducts supplying or extracting air directly to or from a protected stairway should not serve other areas as well.
250_UK_UK_Approved_Document_B_vol_1,Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.,Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.
251_UK_UK_Approved_Document_B_vol_1,"For ducted warm air heating systems, a room thermostat should be sited in the living room.","For ducted warm air heating systems, a room thermostat should be sited in the living room."
252_UK_UK_Approved_Document_B_vol_1,It should be mounted at a height between 1370mm and 1830mm above the floor.,It should be mounted at a height between 1370mm and 1830mm above the floor.
253_UK_UK_Approved_Document_B_vol_1,The maximum setting should be 27°C.,The maximum setting should be 27°C.
255_UK_UK_Approved_Document_B_vol_1,Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.,Ventilation ducts passing through compartment walls should comply with the guidance in Section 9.
260_UK_UK_Approved_Document_B_vol_1,Windows or external doors providing emergency escape should comply with all of the following.,Windows or external doors providing emergency escape should comply with all of the following.
261_UK_UK_Approved_Document_B_vol_1,Windows should have an unobstructed openable area that complies with all of the following.,Windows should have an unobstructed openable area that complies with all of the following.
262_UK_UK_Approved_Document_B_vol_1,A minimum area of 0.33m2.,A minimum area of 0.33m2.
263_UK_UK_Approved_Document_B_vol_1,A minimum height of 450mm and a minimum width of 450mm (the route through the window may be at an angle rather than straight through).,A minimum height of 450mm and a minimum width of 450mm (the route through the window may be at an angle rather than straight through).
265_UK_UK_Approved_Document_B_vol_1,The bottom of the openable area is a maximum of 1100mm above the floor.,The bottom of the openable area is a maximum of 1100mm above the floor.
266_UK_UK_Approved_Document_B_vol_1,People escaping should be able to reach a place free from danger from fire.,People escaping should be able to reach a place free from danger from fire.
267_UK_UK_Approved_Document_B_vol_1,Courtyards or inaccessible back gardens should comply with Diagram 2.5.,Courtyards or inaccessible back gardens should comply with Diagram 2.5.
268_UK_UK_Approved_Document_B_vol_1,Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows.,Locks (with or without removable keys) and opening stays (with child-resistant release catches) may be fitted to escape windows.
269_UK_UK_Approved_Document_B_vol_1,Windows should be capable of remaining open without being held.,Windows should be capable of remaining open without being held.
287_UK_UK_Approved_Document_B_vol_1,buildings (e.g. a courtyard or,"Where escape from a dwellinghouse is to an enclosed space with exit only possible through other buildings (e.g. a courtyard or back garden), the length of the space should exceed whichever is the greater of the following."
290_UK_UK_Approved_Document_B_vol_1,The height of the dwellinghouse above ground level (x).,The height of the dwellinghouse above ground level (x).
296_UK_UK_Approved_Document_B_vol_1,An inner room is permitted when it is one of the following.,An inner room is permitted when it is one of the following.
298_UK_UK_Approved_Document_B_vol_1,A laundry or utility room.,A laundry or utility room.
299_UK_UK_Approved_Document_B_vol_1,A dressing room.,A dressing room.
300_UK_UK_Approved_Document_B_vol_1,"A bathroom, WC or shower room.","A bathroom, WC or shower room."
301_UK_UK_Approved_Document_B_vol_1,Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10.,Any room on a storey that is a maximum of 4.5m above ground level which is provided with an emergency escape window as described in paragraph 2.10.
302_UK_UK_Approved_Document_B_vol_1,A gallery that complies with paragraph 2.15.,A gallery that complies with paragraph 2.15.
305_UK_UK_Approved_Document_B_vol_1,VERSIONONLINE VERSIONONLINE VERSIONONLINE VERSION 2.12 A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply.,A room accessed only via an inner room (an inner inner room) is acceptable when all of the following apply.
306_UK_UK_Approved_Document_B_vol_1,It complies with paragraph 2.11.,It complies with paragraph 2.11.
307_UK_UK_Approved_Document_B_vol_1,The access rooms each have a smoke alarm (see Section 1).,The access rooms each have a smoke alarm (see Section 1).
308_UK_UK_Approved_Document_B_vol_1,None of the access rooms is a kitchen.,None of the access rooms is a kitchen.
310_UK_UK_Approved_Document_B_vol_1,"Where a flat roof forms part of a means of escape, it should comply with all of the following.","Where a flat roof forms part of a means of escape, it should comply with all of the following."
311_UK_UK_Approved_Document_B_vol_1,It should be part of the same building from which escape is being made.,It should be part of the same building from which escape is being made.
312_UK_UK_Approved_Document_B_vol_1,The route across the roof should lead to a storey exit or external escape route.,The route across the roof should lead to a storey exit or external escape route.
313_UK_UK_Approved_Document_B_vol_1,"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).","The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30)."
314_UK_UK_Approved_Document_B_vol_1,A balcony or flat roof intended to form part of an escape route should be provided with guarding etc. in accordance with Approved Document K.,A balcony or flat roof intended to form part of an escape route should be provided with guarding etc. in accordance with Approved Document K.
315_UK_UK_Approved_Document_B_vol_1,Galleries 2.15 A gallery should comply with one of the following.,Galleries 2.15 A gallery should comply with one of the following.
316_UK_UK_Approved_Document_B_vol_1,It should be provided with an alternative exit.,It should be provided with an alternative exit.
317_UK_UK_Approved_Document_B_vol_1,"It should be provided with an emergency escape window, as described in paragraph 2.10, where the gallery floor is a maximum of 4.5m above ground level.","It should be provided with an emergency escape window, as described in paragraph 2.10, where the gallery floor is a maximum of 4.5m above ground level."
318_UK_UK_Approved_Document_B_vol_1,It should meet all the conditions shown in Diagram 2.6.,It should meet all the conditions shown in Diagram 2.6.
330_UK_UK_Approved_Document_B_vol_1,provided with one of the following:,This diagram does not apply where the gallery is provided with one of the following:
331_UK_UK_Approved_Document_B_vol_1,,An alternative escape route
333_UK_UK_Approved_Document_B_vol_1,floor is not more than 4.5m above ground level).,An emergency escape window (where the gallery foor is not more than 4.5m above ground level).
335_UK_UK_Approved_Document_B_vol_1,should comply with one of the following conditions:,Any cooking facilities within a room containing a gallery should comply with one of the following conditions:
336_UK_UK_Approved_Document_B_vol_1,,Be enclosed with fire resisting construction
338_UK_UK_Approved_Document_B_vol_1,such that they do not prejudice escape from the gallery.,Be remote from the stair to the gallery and positioned such that they do not prejudice escape from the gallery.
340_UK_UK_Approved_Document_B_vol_1,Basement storeys containing habitable rooms should have one of the following.,Basement storeys containing habitable rooms should have one of the following.
341_UK_UK_Approved_Document_B_vol_1,An emergency escape window or external door providing escape from the basement (paragraph 2.10).,An emergency escape window or external door providing escape from the basement (paragraph 2.10).
342_UK_UK_Approved_Document_B_vol_1,A protected stairway (paragraph 2.5a) leading from the basement to a final exit.,A protected stairway (paragraph 2.5a) leading from the basement to a final exit.
346_UK_UK_Approved_Document_B_vol_1,Any external escape stair should meet all of the following conditions (Diagram 2.7).,Any external escape stair should meet all of the following conditions (Diagram 2.7).
347_UK_UK_Approved_Document_B_vol_1,"Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair.","Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair."
348_UK_UK_Approved_Document_B_vol_1,"Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair.","Fire resisting construction (minimum RE 30) is required for the building envelope within the following zones, measured from the flights and landings of the external stair."
349_UK_UK_Approved_Document_B_vol_1,,1800mm above and horizontally.
350_UK_UK_Approved_Document_B_vol_1,,9m vertically below.
351_UK_UK_Approved_Document_B_vol_1,1100mm above the top landing of the stair (except where the stair leads from basement to ground level).,1100mm above the top landing of the stair (except where the stair leads from basement to ground level).
352_UK_UK_Approved_Document_B_vol_1,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.,Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.
353_UK_UK_Approved_Document_B_vol_1,This does not apply if there are alternative escape routes from the foot of the external escape stair.,This does not apply if there are alternative escape routes from the foot of the external escape stair.
354_UK_UK_Approved_Document_B_vol_1,Stairs more than 6m in height should be protected from adverse weather.,Stairs more than 6m in height should be protected from adverse weather.
355_UK_UK_Approved_Document_B_vol_1,Protection should prevent the build-up of snow or ice but does not require full enclosure.,Protection should prevent the build-up of snow or ice but does not require full enclosure.
356_UK_UK_Approved_Document_B_vol_1,"Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30).","Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30)."
360_UK_UK_Approved_Document_B_vol_1,required for door,No fire resistancerequired for door
386_UK_UK_Approved_Document_B_vol_1,Work should comply with Parts K and L of Schedule 1 to the Building Regulations.,Work should comply with Parts K and L of Schedule 1 to the Building Regulations.
387_UK_UK_Approved_Document_B_vol_1,"When complete, the building should comply with other applicable parts of Schedule 1 to at least the same level as before.","When complete, the building should comply with other applicable parts of Schedule 1 to at least the same level as before."
388_UK_UK_Approved_Document_B_vol_1,"Where an existing window would be an escape window in a new dwellinghouse, and is big enough to be used for escape purposes, then the replacement should comply with one of the following.","Where an existing window would be an escape window in a new dwellinghouse, and is big enough to be used for escape purposes, then the replacement should comply with one of the following."
389_UK_UK_Approved_Document_B_vol_1,The replacement window should be sized to provide at least the same potential for escape.,The replacement window should be sized to provide at least the same potential for escape.
390_UK_UK_Approved_Document_B_vol_1,"If the existing window was larger than required for escape purposes, the opening can be reduced to the minimum described in paragraph 2.10.","If the existing window was larger than required for escape purposes, the opening can be reduced to the minimum described in paragraph 2.10."
391_UK_UK_Approved_Document_B_vol_1,"If windows are replaced, it may be necessary to provide cavity barriers around the opening in accordance with Section 5.","If windows are replaced, it may be necessary to provide cavity barriers around the opening in accordance with Section 5."
393_UK_UK_Approved_Document_B_vol_1,"Where a new storey is added through conversion to create a storey above 4.5m, both of the following should apply.","Where a new storey is added through conversion to create a storey above 4.5m, both of the following should apply."
394_UK_UK_Approved_Document_B_vol_1,The full extent of the escape route should be addressed.,The full extent of the escape route should be addressed.
395_UK_UK_Approved_Document_B_vol_1,"Fire resisting doors (minimum E 20) and partitions (minimum REI 30) should be provided, including upgrading the existing doors where necessary.","Fire resisting doors (minimum E 20) and partitions (minimum REI 30) should be provided, including upgrading the existing doors where necessary."
397_UK_UK_Approved_Document_B_vol_1,"Where the layout is open plan, new partitions should be provided to enclose the escape route (Diagram 2.2).","Where the layout is open plan, new partitions should be provided to enclose the escape route (Diagram 2.2)."
398_UK_UK_Approved_Document_B_vol_1,"Where it is undesirable to replace existing doors because of historical or architectural merit, the possibility of retaining, and where necessary upgrading, them should be investigated.","Where it is undesirable to replace existing doors because of historical or architectural merit, the possibility of retaining, and where necessary upgrading, them should be investigated."
399_UK_UK_Approved_Document_B_vol_1,An alternative approach to that described in paragraph 2.21 would be to comply with all of the following.,An alternative approach to that described in paragraph 2.21 would be to comply with all of the following.
400_UK_UK_Approved_Document_B_vol_1,Provide sprinkler protection to the open-plan areas.,Provide sprinkler protection to the open-plan areas.
401_UK_UK_Approved_Document_B_vol_1,Provide a fire resisting partition (minimum REI 30) and door (minimum E 20) to separate the ground storey from the upper storeys.,Provide a fire resisting partition (minimum REI 30) and door (minimum E 20) to separate the ground storey from the upper storeys.
402_UK_UK_Approved_Document_B_vol_1,The door should allow occupants of the loft room access to a first storey escape window.,The door should allow occupants of the loft room access to a first storey escape window.
403_UK_UK_Approved_Document_B_vol_1,Separate cooking facilities from the open-plan area with fire resisting construction (minimum REI 30).,Separate cooking facilities from the open-plan area with fire resisting construction (minimum REI 30).
408_UK_UK_Approved_Document_B_vol_1,Separate guidance applies to means of escape within the flat and within the common parts of the building that lead to a place of safety.,Separate guidance applies to means of escape within the flat and within the common parts of the building that lead to a place of safety.
409_UK_UK_Approved_Document_B_vol_1,Flats at ground level are treated similarly to dwellinghouses.,Flats at ground level are treated similarly to dwellinghouses.
410_UK_UK_Approved_Document_B_vol_1,"With increasing height, more complex provisions are needed.","With increasing height, more complex provisions are needed."
411_UK_UK_Approved_Document_B_vol_1,The provisions in this section make the following assumptions.,The provisions in this section make the following assumptions.
412_UK_UK_Approved_Document_B_vol_1,Any fire is likely to be in a flat.,Any fire is likely to be in a flat.
413_UK_UK_Approved_Document_B_vol_1,There is no reliance on external rescue.,There is no reliance on external rescue.
414_UK_UK_Approved_Document_B_vol_1,Simultaneous evacuation of all flats is unlikely to be necessary due to compartmentation.,Simultaneous evacuation of all flats is unlikely to be necessary due to compartmentation.
415_UK_UK_Approved_Document_B_vol_1,Fires in common parts of the building should not spread beyond the fabric in the immediate vicinity.,Fires in common parts of the building should not spread beyond the fabric in the immediate vicinity.
