id,text,text-fixed
34_UK_UK_Approved_Document_C,"Where such regulations apply there may be confusion as to whether the Building Regulations or health and safety requirements take precedence, as both will apply.","Where such regulations apply there may be confusion as to whether the Building Regulations or health and safety requirements take precedence, as both will apply."
35_UK_UK_Approved_Document_C,Where an inspector for the purposes of the Health and Safety at Work etc. Act 1974 has identified a contravention of such health and safety regulations they may seek to serve an improvement notice to secure compliance.,Where an inspector for the purposes of the Health and Safety at Work etc. Act 1974 has identified a contravention of such health and safety regulations they may seek to serve an improvement notice to secure compliance.
36_UK_UK_Approved_Document_C,"In such circumstances the inspector is prevented by virtue of Section 23(3) of the Health and Safety at Work etc. Act 1974 from requiring measures which are more onerous than necessary to comply with any requirements of the Building Regulations, unless the specific requirement of health and safety regulations are themselves more onerous.","In such circumstances the inspector is prevented by virtue of Section 23(3) of the Health and Safety at Work etc. Act 1974 from requiring measures which are more onerous than necessary to comply with any requirements of the Building Regulations, unless the specific requirement of health and safety regulations are themselves more onerous."
39_UK_UK_Approved_Document_C,This Approved Document deals with the following Requirements which are contained in the Building Regulations 2010.,This Approved Document deals with the following Requirements which are contained in the Building Regulations 2010.
42_UK_UK_Approved_Document_C,Preparation of site and resistance to contaminants.,Preparation of site and resistance to contaminants.
43_UK_UK_Approved_Document_C,"The ground to be covered by the building shall be reasonably free from any material that might damage the building or affect its stability, including vegetable matter, topsoil and pre-existing foundations.","The ground to be covered by the building shall be reasonably free from any material that might damage the building or affect its stability, including vegetable matter, topsoil and pre-existing foundations."
44_UK_UK_Approved_Document_C,"Reasonable precautions shall be taken to avoid danger to health and safety caused by contaminants on or in the ground covered, or to be covered by the building and any land associated with the building.","Reasonable precautions shall be taken to avoid danger to health and safety caused by contaminants on or in the ground covered, or to be covered by the building and any land associated with the building."
45_UK_UK_Approved_Document_C,Adequate sub-soil drainage shall be provided if it is needed to avoid:,Adequate sub-soil drainage shall be provided if it is needed to avoid:
46_UK_UK_Approved_Document_C,the passage of ground moisture to the interior of the building;,the passage of ground moisture to the interior of the building;
47_UK_UK_Approved_Document_C,"damage to the building, including damage through the transport of water-borne contaminants to the foundations of the building.","damage to the building, including damage through the transport of water-borne contaminants to the foundations of the building."
48_UK_UK_Approved_Document_C,"For the purpose of this requirement, ‘contaminant’ means any substance which is or may become harmful to persons or buildings including substances which are corrosive, explosive, flammable, radioactive or toxic.","For the purpose of this requirement, ‘contaminant’ means any substance which is or may become harmful to persons or buildings including substances which are corrosive, explosive, flammable, radioactive or toxic."
50_UK_UK_Approved_Document_C,"The walls, floors and roof of the building shall adequately protect the building and people who use the building from harmful effects caused by:","The walls, floors and roof of the building shall adequately protect the building and people who use the building from harmful effects caused by:"
52_UK_UK_Approved_Document_C,precipitation including wind-driven spray;,precipitation including wind-driven spray;
53_UK_UK_Approved_Document_C,interstitial and surface condensation; and,interstitial and surface condensation; and
54_UK_UK_Approved_Document_C,spillage of water from or associated with sanitary fittings or fixed appliances.,spillage of water from or associated with sanitary fittings or fixed appliances.
59_UK_UK_Approved_Document_C,"Requirement C1 (2), which addresses resistance to contaminants, is now added to the requirements in Regulation 6 of the Building Regulations 2010 which should be complied with when there are certain material changes of use of buildings.","Requirement C1 (2), which addresses resistance to contaminants, is now added to the requirements in Regulation 6 of the Building Regulations 2010 which should be complied with when there are certain material changes of use of buildings."
60_UK_UK_Approved_Document_C,Regulation 6 sets out which parts of Schedule 1 should be complied with when there is a material change of use of the building as defined in Regulation 5.,Regulation 6 sets out which parts of Schedule 1 should be complied with when there is a material change of use of the building as defined in Regulation 5.
61_UK_UK_Approved_Document_C,The absence of such a requirement would have meant that occupiers of buildings in areas at risk from contaminants may remain unprotected after the building work to effect the change of use is complete.,The absence of such a requirement would have meant that occupiers of buildings in areas at risk from contaminants may remain unprotected after the building work to effect the change of use is complete.
62_UK_UK_Approved_Document_C,"In particular, some contaminants can penetrate the floors of buildings such as landfill gas arising from the deposition of waste and vapours from spills of organic solvents and fuel.","In particular, some contaminants can penetrate the floors of buildings such as landfill gas arising from the deposition of waste and vapours from spills of organic solvents and fuel."
63_UK_UK_Approved_Document_C,These contaminants can also migrate laterally from land outside the building.,These contaminants can also migrate laterally from land outside the building.
64_UK_UK_Approved_Document_C,"In order to deal with this Requirement C1 (2) now applies to all changes of use that have a residential purpose or provide sleeping accommodation including hotels, i.e. as defined by Regulation 5 (a) to 5 (g) with the exception of 5 (e) public buildings and 5 (j) shops.","In order to deal with this Requirement C1 (2) now applies to all changes of use that have a residential purpose or provide sleeping accommodation including hotels, i.e. as defined by Regulation 5 (a) to 5 (g) with the exception of 5 (e) public buildings and 5 (j) shops."
65_UK_UK_Approved_Document_C,"Other types of buildings are covered by Health and Safety legislation so do not need addressing through the Building Regulations, for example workplace assessment, including radon measurements.","Other types of buildings are covered by Health and Safety legislation so do not need addressing through the Building Regulations, for example workplace assessment, including radon measurements."
66_UK_UK_Approved_Document_C,Attention is drawn to the following extracts from the Building Regulations 2010.,Attention is drawn to the following extracts from the Building Regulations 2010.
68_UK_UK_Approved_Document_C,"‘Room for residential purposes’ means a room, or suite of rooms, which is not a dwelling-house or a flat and which is used by one or more persons to live and sleep and includes a room in a hostel, a hotel, a boarding house, a hall of residence or a residential home, but does not include a a room in a hospital, or other similar establishment, used for patient accommodation.","‘Room for residential purposes’ means a room, or suite of rooms, which is not a dwelling-house or a flat and which is used by one or more persons to live and sleep and includes a room in a hostel, a hotel, a boarding house, a hall of residence or a residential home, but does not include a a room in a hospital, or other similar establishment, used for patient accommodation."
70_UK_UK_Approved_Document_C,"For the purposes of paragraph 8 (1)(e) of Schedule 1 to the Act and for the purposes of these Regulations, there is a material change of use where there is a change in the purposes for which or the circumstances in which a building is used, so that after the change:","For the purposes of paragraph 8 (1)(e) of Schedule 1 to the Act and for the purposes of these Regulations, there is a material change of use where there is a change in the purposes for which or the circumstances in which a building is used, so that after the change:"
71_UK_UK_Approved_Document_C,"the building is used as a dwelling, where previously it was not;","the building is used as a dwelling, where previously it was not;"
72_UK_UK_Approved_Document_C,"the building contains a flat, where previously it did not;","the building contains a flat, where previously it did not;"
73_UK_UK_Approved_Document_C,"the building is used as a hotel or boarding house, where previously it was not;","the building is used as a hotel or boarding house, where previously it was not;"
74_UK_UK_Approved_Document_C,"the building is used as an institution, where previously it was not;","the building is used as an institution, where previously it was not;"
75_UK_UK_Approved_Document_C,"the building is used as a public building, where previously it was not;","the building is used as a public building, where previously it was not;"
76_UK_UK_Approved_Document_C,"the building is not a building described in Classes 1 to 6 in Schedule 2, where previously it was;","the building is not a building described in Classes 1 to 6 in Schedule 2, where previously it was;"
77_UK_UK_Approved_Document_C,"the building, which contains at least one dwelling, contains a greater or lesser number of dwellings than it did previously;","the building, which contains at least one dwelling, contains a greater or lesser number of dwellings than it did previously;"
78_UK_UK_Approved_Document_C,"the building contains a room for residential purposes, where previously it did not;","the building contains a room for residential purposes, where previously it did not;"
79_UK_UK_Approved_Document_C,"the building, which contains at least one room for residential purposes, contains a greater or lesser number of such rooms than it did previously; or","the building, which contains at least one room for residential purposes, contains a greater or lesser number of such rooms than it did previously; or"
80_UK_UK_Approved_Document_C,"the building is used as a shop, where previously it was not.","the building is used as a shop, where previously it was not."
82_UK_UK_Approved_Document_C,"of the whole of a building, such work, if any, shall be carried out as is necessary to ensure that the building complies with the applicable requirements of the following paragraphs of Schedule 1:","Where there is a material change of use of the whole of a building, such work, if any, shall be carried out as is necessary to ensure that the building complies with the applicable requirements of the following paragraphs of Schedule 1:"
83_UK_UK_Approved_Document_C,"Where there is a material change of use a. in all cases,","in all cases,"
99_UK_UK_Approved_Document_C,(conservation of fuel and power – dwellings);,(conservation of fuel and power – dwellings);
101_UK_UK_Approved_Document_C,"in the case of a material change of use described in Regulations 5(c), (d), (e) or (f), A1 to A3 (structure);","in the case of a material change of use described in Regulations 5(c), (d), (e) or (f), A1 to A3 (structure);"
105_UK_UK_Approved_Document_C,Material change of use or alterations to existing buildings may include work on historic buildings.,Material change of use or alterations to existing buildings may include work on historic buildings.
106_UK_UK_Approved_Document_C,Historic buildings include:,Historic buildings include:
108_UK_UK_Approved_Document_C,buildings situated in conservation areas;,buildings situated in conservation areas;
109_UK_UK_Approved_Document_C,buildings which are of architectural and historical interest and which are referred to as a material consideration in a local authority’s development plan;,buildings which are of architectural and historical interest and which are referred to as a material consideration in a local authority’s development plan;
110_UK_UK_Approved_Document_C,"buildings of architectural and historical interest within national parks, areas of outstanding natural beauty and world heritage sites.","buildings of architectural and historical interest within national parks, areas of outstanding natural beauty and world heritage sites."
111_UK_UK_Approved_Document_C,The need to conserve the special characteristics of such historic buildings needs to be recognised3.,The need to conserve the special characteristics of such historic buildings needs to be recognised3.
112_UK_UK_Approved_Document_C,"In such work, the aim should be to improve resistance to contaminants and moisture where it is practically possible, always provided that the work does not prejudice the character of the historic building, or increase the risk of long-term deterioration to the building fabric or fittings.","In such work, the aim should be to improve resistance to contaminants and moisture where it is practically possible, always provided that the work does not prejudice the character of the historic building, or increase the risk of long-term deterioration to the building fabric or fittings."
113_UK_UK_Approved_Document_C,In arriving at an appropriate balance between historic building conservation and improving resistance to contaminants and moisture it would be appropriate to take into account the advice of the local planning authority’s conservation officer.,In arriving at an appropriate balance between historic building conservation and improving resistance to contaminants and moisture it would be appropriate to take into account the advice of the local planning authority’s conservation officer.
114_UK_UK_Approved_Document_C,Particular issues relating to work in historic buildings that warrant sympathetic treatment and where advice from others could therefore be beneficial include the following:,Particular issues relating to work in historic buildings that warrant sympathetic treatment and where advice from others could therefore be beneficial include the following:
115_UK_UK_Approved_Document_C,avoiding excessively intrusive gas protective measures;,avoiding excessively intrusive gas protective measures;
116_UK_UK_Approved_Document_C,"ensuring that moisture ingress to the roof structure is limited and the roof can breathe3,4.",ensuring that moisture ingress to the roof structure is limited and the roof can breathe.
117_UK_UK_Approved_Document_C,Where it is not possible to provide dedicated ventilation to pitched roofs it is important to seal existing service penetrations in the ceiling and to provide draught proofing to any loft hatches.,Where it is not possible to provide dedicated ventilation to pitched roofs it is important to seal existing service penetrations in the ceiling and to provide draught proofing to any loft hatches.
118_UK_UK_Approved_Document_C,Any new loft insulation should be kept sufficiently clear of the eaves so that any adventitious ventilation is not reduced.,Any new loft insulation should be kept sufficiently clear of the eaves so that any adventitious ventilation is not reduced.
119_UK_UK_Approved_Document_C,"in the case of a building exceeding fifteen metres in height, B4 (1) (external fire spread – walls);","in the case of a building exceeding fifteen metres in height, B4 (1) (external fire spread – walls);"
120_UK_UK_Approved_Document_C,"in the case of a material change of use described in regulation 5(a), (b), (c), (d), (g), (h), (i) or, where the material charge provides new residential accommodation, (f), C1 (2) (resistance to contaminents);","in the case of a material change of use described in regulation 5(a), (b), (c), (d), (g), (h), (i) or, where the material charge provides new residential accommodation, (f), C1 (2) (resistance to contaminents);"
121_UK_UK_Approved_Document_C,"in the case of material change of use described in regulation 5(a), C2 (resistance to moisture);","in the case of material change of use described in regulation 5(a), C2 (resistance to moisture);"
122_UK_UK_Approved_Document_C,"in the case of a material change of use described in regulation 5(a), (b), (c), (g), (h) or (i), E1 to E3 (resistance to the passage of sound);","in the case of a material change of use described in regulation 5(a), (b), (c), (g), (h) or (i), E1 to E3 (resistance to the passage of sound);"
123_UK_UK_Approved_Document_C,"in the case of a material change of use described in regulation 5(e), where the public building consists or contains a school, E4 (acoustic conditions in schools);","in the case of a material change of use described in regulation 5(e), where the public building consists or contains a school, E4 (acoustic conditions in schools);"
124_UK_UK_Approved_Document_C,"in the case of a material change of use described in Regulation 5(a) or (b), G2 (water efficiency) and G3(4) (hot water supply and systems: hot water supply to fixed baths);","in the case of a material change of use described in Regulation 5(a) or (b), G2 (water efficiency) and G3(4) (hot water supply and systems: hot water supply to fixed baths);"
125_UK_UK_Approved_Document_C,"in the case of a material change of use described in regulation 5(c), (d), (e) or (j), M1 (access and use).","in the case of a material change of use described in regulation 5(c), (d), (e) or (j), M1 (access and use)."
126_UK_UK_Approved_Document_C,"Where there is a material change of use of 2. part only of a building, such work, if any, shall be carried out as is necessary to ensure that:","Where there is a material change of use of 2. part only of a building, such work, if any, shall be carried out as is necessary to ensure that:"
127_UK_UK_Approved_Document_C,that part complies in all cases with any applicable requirement referred to in paragraph (1) (a);,that part complies in all cases with any applicable requirement referred to in paragraph (1) (a);
128_UK_UK_Approved_Document_C,"in a case to which sub-paragraphs (b), (e), (f), (g) or (h) of paragraph (1) apply, that part complies with the requirements referred to in the relevant sub-paragraph; and","in a case to which sub-paragraphs (b), (e), (f), (g) or (h) of paragraph (1) apply, that part complies with the requirements referred to in the relevant sub-paragraph; and"
129_UK_UK_Approved_Document_C,"in the case to which sub-paragraph (c) of paragraph (1) applies, the whole building complies with the requirement referred to in that sub-paragraph; and","in the case to which sub-paragraph (c) of paragraph (1) applies, the whole building complies with the requirement referred to in that sub-paragraph; and"
130_UK_UK_Approved_Document_C,in the case to which sub-paragraph (i) of paragraph (1) applies:,in the case to which sub-paragraph (i) of paragraph (1) applies:
131_UK_UK_Approved_Document_C,that part and any sanitary appliances provided in or in connection with that part comply with the requirements referred to in that sub-paragraph; and,that part and any sanitary appliances provided in or in connection with that part comply with the requirements referred to in that sub-paragraph; and
132_UK_UK_Approved_Document_C,the building complies with requirement M1 (a) of Schedule 1 to the extent that reasonable provision is made to provide either suitable independent access to that part or suitable access through the building to that part.,the building complies with requirement M1 (a) of Schedule 1 to the extent that reasonable provision is made to provide either suitable independent access to that part or suitable access through the building to that part.
133_UK_UK_Approved_Document_C,BS 7913:1998 Guide to the principles of the conservation of historic buildings.,BS 7913:1998 Guide to the principles of the conservation of historic buildings.
134_UK_UK_Approved_Document_C,Provides guidance on the principles that should be applied when proposing work on historic buildings.,Provides guidance on the principles that should be applied when proposing work on historic buildings.
135_UK_UK_Approved_Document_C,"SPAB Information Sheet 4 The need for old buildings to ‘breathe’, 1986.","SPAB Information Sheet 4 The need for old buildings to ‘breathe’, 1986."
138_UK_UK_Approved_Document_C,"In most cases the rate at which gas seeps into buildings, mainly through floors, can be reduced by edge located sumps or sub-floor vents.","In most cases the rate at which gas seeps into buildings, mainly through floors, can be reduced by edge located sumps or sub-floor vents."
139_UK_UK_Approved_Document_C,These are less intrusive than internal sumps or ducts that may involve taking up floors.,These are less intrusive than internal sumps or ducts that may involve taking up floors.
140_UK_UK_Approved_Document_C,If flagged floors are taken up the stones should be indexed and their layout recorded to facilitate relaying when work is completed.,If flagged floors are taken up the stones should be indexed and their layout recorded to facilitate relaying when work is completed.
141_UK_UK_Approved_Document_C,Radon can be dispersed by ventilation strategies such as positive pressurisation.,Radon can be dispersed by ventilation strategies such as positive pressurisation.
142_UK_UK_Approved_Document_C,These systems can often be accommodated in an unobtrusive manner.,These systems can often be accommodated in an unobtrusive manner.
143_UK_UK_Approved_Document_C,"If internal mechanical ventilation is used to disperse ground gases, it may affect the functioning of combustion appliances and may lead to the spillage of products of combustion into the building.","If internal mechanical ventilation is used to disperse ground gases, it may affect the functioning of combustion appliances and may lead to the spillage of products of combustion into the building."
144_UK_UK_Approved_Document_C,Guidance on this can be found in BRE Report BR 21175.,Guidance on this can be found in BRE Report BR 21175.
145_UK_UK_Approved_Document_C,"BRE Report BR 211 Radon: Guidance on protective measures for new buildings (including supplementary advice for extensions, conversions and refurbishment), 2007.","BRE Report BR 211 Radon: Guidance on protective measures for new buildings (including supplementary advice for extensions, conversions and refurbishment), 2007."
150_UK_UK_Approved_Document_C,"the requirements of C1 will be met by making reasonable provisions to secure the health and safety of persons in and about the building, and by safeguarding them and buildings against adverse effects of:","In the First Secretary of State’s view the requirements of C1 will be met by making reasonable provisions to secure the health and safety of persons in and about the building, and by safeguarding them and buildings against adverse effects of:"
151_UK_UK_Approved_Document_C,"unsuitable material including vegetable matter, topsoil and pre-existing foundations;","unsuitable material including vegetable matter, topsoil and pre-existing foundations;"
152_UK_UK_Approved_Document_C,"contaminants on or in the ground covered, or to be covered, by the building and any land associated with the building; and","contaminants on or in the ground covered, or to be covered, by the building and any land associated with the building; and"
155_UK_UK_Approved_Document_C,"requirements of C2 will be met if the floors, walls and roof are constructed to protect the building and secure the health and safety of persons in and about the building from harmful effects caused by:","In the First Secretary of State’s view the requirements of C2 will be met if the floors, walls and roof are constructed to protect the building and secure the health and safety of persons in and about the building from harmful effects caused by:"
156_UK_UK_Approved_Document_C,moisture emanating from the ground or from groundwater;,moisture emanating from the ground or from groundwater;
157_UK_UK_Approved_Document_C,precipitation and wind-driven spray;,precipitation and wind-driven spray;
158_UK_UK_Approved_Document_C,interstitial and surface condensation; and,interstitial and surface condensation; and
159_UK_UK_Approved_Document_C,spillage of water from or associated with sanitary fittings and fixed appliances.,spillage of water from or associated with sanitary fittings and fixed appliances.
161_UK_UK_Approved_Document_C,"Requirement C1 and deal with site preparation and resistance to contaminants under the headings ‘Clearance or treatment of unsuitable material’, ‘Resistance to contaminants’ and ‘Subsoil drainage’.","Requirement C1 and deal with site preparation and resistance to contaminants under the headings ‘Clearance or treatment of unsuitable material’, ‘Resistance to contaminants’ and ‘Subsoil drainage’."
162_UK_UK_Approved_Document_C,"Building Regulations are made for the purposes of securing the health, safety, welfare and convenience of persons in and about buildings.","Building Regulations are made for the purposes of securing the health, safety, welfare and convenience of persons in and about buildings."
163_UK_UK_Approved_Document_C,This means that action may need to be taken to mitigate the effects of contaminants within the land associated with the building as well as protecting the building and persons in and about the building.,This means that action may need to be taken to mitigate the effects of contaminants within the land associated with the building as well as protecting the building and persons in and about the building.
164_UK_UK_Approved_Document_C,"This includes action designed to prevent, i.e. inhibit, the ingress of radon gas into buildings to protect the health of occupants from exposure to indoor radon.","This includes action designed to prevent, i.e. inhibit, the ingress of radon gas into buildings to protect the health of occupants from exposure to indoor radon."
165_UK_UK_Approved_Document_C,Hazards associated with the ground may include the effects of vegetable matter including tree roots.,Hazards associated with the ground may include the effects of vegetable matter including tree roots.
166_UK_UK_Approved_Document_C,"They may include health hazards associated with chemical and biological contaminants, and gas generation from biodegradation of organic matter.","They may include health hazards associated with chemical and biological contaminants, and gas generation from biodegradation of organic matter."
167_UK_UK_Approved_Document_C,"Hazards to the built environment can be physical, chemical or biological.","Hazards to the built environment can be physical, chemical or biological."
168_UK_UK_Approved_Document_C,Items such as underground storage tanks or foundations may create hazards to both health and the building.,Items such as underground storage tanks or foundations may create hazards to both health and the building.
170_UK_UK_Approved_Document_C,include unstable fill or unsuitable hardcore containing sulphate.,Physical hazards also include unstable fill or unsuitable hardcore containing sulphate.
171_UK_UK_Approved_Document_C,"In addition, the naturally occurring 0.5 radioactive gas radon and gases produced by some soils and minerals can be a hazard.","In addition, the naturally occurring 0.5 radioactive gas radon and gases produced by some soils and minerals can be a hazard."
172_UK_UK_Approved_Document_C,"Sections 4, 5 and 6 of this document 0.6 cover Requirement C2 and deal with resistance to moisture under the headings ‘Floors’, ‘Walls’ and ‘Roofs’.","Sections 4, 5 and 6 of this document 0.6 cover Requirement C2 and deal with resistance to moisture under the headings ‘Floors’, ‘Walls’ and ‘Roofs’."
173_UK_UK_Approved_Document_C,"Moisture can rise from the ground to damage floors and the base of walls on any site, although much more severe problems can arise in sites that are liable to flooding.","Moisture can rise from the ground to damage floors and the base of walls on any site, although much more severe problems can arise in sites that are liable to flooding."
174_UK_UK_Approved_Document_C,"Driving rain or wind- driven spray from the sea or other water bodies adjacent to the building can penetrate walls or roofs directly, or through cracks or joints between elements, and damage the structure or internal fittings or equipment.","Driving rain or wind- driven spray from the sea or other water bodies adjacent to the building can penetrate walls or roofs directly, or through cracks or joints between elements, and damage the structure or internal fittings or equipment."
175_UK_UK_Approved_Document_C,Surface condensation from the water vapour generated within the building can cause moulds to grow which pose a health hazard to occupants.,Surface condensation from the water vapour generated within the building can cause moulds to grow which pose a health hazard to occupants.
176_UK_UK_Approved_Document_C,Interstitial condensation may cause damage to the structure.,Interstitial condensation may cause damage to the structure.
177_UK_UK_Approved_Document_C,"Spills and leaks of water, in rooms where sanitary fittings or fixed appliances that use water are installed (e.g. bathrooms and kitchens), may cause damage to floor decking or other parts of the structure.","Spills and leaks of water, in rooms where sanitary fittings or fixed appliances that use water are installed (e.g. bathrooms and kitchens), may cause damage to floor decking or other parts of the structure."
178_UK_UK_Approved_Document_C,The diagrams in this Approved Document 0.7 have been set out to show typical situations and relationships between adjacent elements of construction.,The diagrams in this Approved Document 0.7 have been set out to show typical situations and relationships between adjacent elements of construction.
179_UK_UK_Approved_Document_C,Conventional notations and hatching have been used to identify different materials.,Conventional notations and hatching have been used to identify different materials.
180_UK_UK_Approved_Document_C,"However, the diagrams cannot show specific situations.","However, the diagrams cannot show specific situations."
181_UK_UK_Approved_Document_C,It remains the responsibility of the designer and builder to ensure that the building work meets all relevant aspects of the Building Regulations.,It remains the responsibility of the designer and builder to ensure that the building work meets all relevant aspects of the Building Regulations.
183_UK_UK_Approved_Document_C,"Policies set out in the National Planning 0.8 Policy Framework7 aim to avoid inappropriate development in areas at risk of flooding, including requiring new development to be flood resilient and resistant, as and where appropriate.","Policies set out in the National Planning 0.8 Policy Framework7 aim to avoid inappropriate development in areas at risk of flooding, including requiring new development to be flood resilient and resistant, as and where appropriate."
184_UK_UK_Approved_Document_C,Flood resistance is not currently a requirement in Schedule 1 of the Building Regulations 2010 (and amendments).,Flood resistance is not currently a requirement in Schedule 1 of the Building Regulations 2010 (and amendments).
185_UK_UK_Approved_Document_C,"However, when local considerations necessitate building in flood prone areas the buildings can be constructed to mitigate some effects of flooding such as:","However, when local considerations necessitate building in flood prone areas the buildings can be constructed to mitigate some effects of flooding such as:"
186_UK_UK_Approved_Document_C,elevated groundwater levels or flow of subsoil water across the site – this can be alleviated by the provision of adequate sub-soil drainage (see Section 3);,elevated groundwater levels or flow of subsoil water across the site – this can be alleviated by the provision of adequate sub-soil drainage (see Section 3);
